id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgxvzXTZgZzdxeh04pR4AaABAg	1	0	2020-02-02 19:50:42	SwiftlyTiltingPlanet	A REALITY CHECK FOR DAN PENA:<br />30 years ago, the scientists predicted that temperatures would continue to rise. Were they right? <br /><br />20 of the last 22 years were the warmest on record. So were the last ten. So was the summer of 2019. The oceans are the warmest ever recorded. Record warm temperatures are now outpacing record cold ones by a two to one margin. The heatwave involving 17 countries in 2018 was the largest heat event in recorded history. <br /> <br />Score one for the scientists. <br /> <br />They also said that warming would concentrate at the poles. Were they right? Average temperature in Alaska, northern Canada and the Arctic has risen 5-7 degrees in fifty years. Average winter temperature in Barrow, Alaska has risen an astonishing 9.8 degrees F since the mid 20th century.  <br /> <br />Score another for the scientists. <br /> <br />They also said the icecaps would melt. The Arctic, Greenland and Antarctica are all melting at rates unprecedented in recorded history. In fact, the melt rate is accelerating.  <br /> <br />Score another for the scientists. <br /> <br />Sea level will continue rising and accelerate. According to the latest bulletin from the World Meteorological Organization, average global sea level rise is now 5mm per year, up from 4mm six years ago and 3mm in the 1990s. It is indeed accelerating.  <br /> <br />Score again for the scientists. <br /> <br />High tide flooding will increase. According to NOAA, high tide flooding along the American southeast coast has risen 190% in just 20 years. The northeast is up 140%.  <br /> <br />Score: Scientists. <br /> <br />Extreme Precipitation events will increase. The first quarter of 2019 was the wettest in U.S. history. Extreme downpours, meanwhile, have risen 55% in the northeast since 1960. They&#39;ve risen 30-40% in the south, midwest and northern states. Similar increases in extreme precipitation are being seen around the world. <br /> <br />Score: Scientists.	UCdBHd9VL3yMJ1UHp6pypZXg	http://www.youtube.com/channel/UCdBHd9VL3yMJ1UHp6pypZXg	0		
UgxvzXTZgZzdxeh04pR4AaABAg.94YQfRm6Nvu95z8gSkX5GL		0	2020-03-09 10:43:40	Leehamism	My guess is he knows. Did you notice his story about "bipolars" at the end of the video? Absolute lie! I dream about Michael Palin(Of Monty Python fame), Robert Swan and Sir Ranulph Fiennes walking out at the end of his bipolar rant and politely asking the twit to apologise to those Pena lovers who swallowed his bullshit, hook line and sinker. Pena knows these three have been to both poles and have "bitched" about climate change.	UCkqiSX4O4C-SWYU-LzEofBQ	http://www.youtube.com/channel/UCkqiSX4O4C-SWYU-LzEofBQ	1	UgxvzXTZgZzdxeh04pR4AaABAg	SwiftlyTiltingPlanet
Ugy0kJ6K3kmYUCc2f7B4AaABAg	1	0	2020-02-02 13:44:52	Subash Bhatta	King 👑	UC8I9-Y8JQt_qgPLYUgOOZrQ	http://www.youtube.com/channel/UC8I9-Y8JQt_qgPLYUgOOZrQ	0		
Ugy0kJ6K3kmYUCc2f7B4AaABAg.94Xlo-PDJB895zIHhzKIWs		0	2020-03-09 12:07:32	Leehamism	"King"...? No. Lots of bullshit in this video. The easiest lie to spot relates to his "bipolar" poles story. We both know he would have heard of Michael Palin(Monty python fame), Sir Ranulph Fiennes and Robert Swan. All three are "bipolar" and have each bitched plenty about climate change. Yep, when he tells the interviewer "zero" have bitched about climate change, he's lying. What a special human!	UCkqiSX4O4C-SWYU-LzEofBQ	http://www.youtube.com/channel/UCkqiSX4O4C-SWYU-LzEofBQ	1	Ugy0kJ6K3kmYUCc2f7B4AaABAg	Subash Bhatta
Ugy6N6Ful6jvd1B8Yjh4AaABAg	0	0	2020-01-26 15:02:36	THICK WRISTED FAT DYKE	Dan Pena, big fan after discovering him on Rogan podcast. Always new Green movement was about the $$$.	UChJui9zExSm3yhG6uNdVrSA	http://www.youtube.com/channel/UChJui9zExSm3yhG6uNdVrSA	0		
Ugx-kPiOtF5vDAzlGNh4AaABAg	0	0	2020-01-22 23:05:01	BOOM BAP - UNIT -	Dan can buy any information and push : )	UCYGmOp_GuS5NlMK7z_JOe-A	http://www.youtube.com/channel/UCYGmOp_GuS5NlMK7z_JOe-A	0		
UgybyuNkHRF1UJtFF5R4AaABAg	0	0	2020-01-19 22:29:38	Andrew Mckay	Climate change is only small not as they are putting it all over the media. The earth is about four billion years old and has always gone through stages of cooling down and heating up. CO2 is the gas of life. We breath it out, plants and treas breath it in then release oxygen, without one and another trees etc would not exit and neither would we. The oceans cover most of the planet and release CO2 as well. The more the better, it does not warm the planet as much as we are being told. They called it global warming originally but had to change it to climate change when they realised the average temperatures were slightly going down. They lie to us and try and brain wash us through the media etc etc for reasons to suit them. Their aim is for global control and profit from introducing green tax on systems etc saying they will cool the planet, but it will be going in their pockets and other things, not cooling the planet. Problem, action solution. Create the man made climate change lie, when man has almost nothing to do with it, wait for the reaction, protests etc, which is exactly what they want, then hey presto, offer the solution. New tax regimes. If they didn’t create the lie, and just try and implement the new tax regimes, a lot of those climate protesters today would be out protesting against the new tax regimes. Fact. The scientists that agree with them are government funded through universities etc so their hands are tied and they can’t speak freely and have to go along with the governments. The scientists who are independent whose hands are not tied will tell you the same as me but in much more details. They try to shut them up in various ways and even ban them from publishing their own facts in some cases. People need to look the proper facts up and realise what’s going on. The main cause for global cooling or warming is down to decreased or increased solar activity on the surface of the sun. The solar rays from increased sun spot activity break through the earths atmosphere and warm the oceans slightly. Also the moon is affected which effects the tides, and it effects the jet steam moving it slightly up or down, which’s effects the weather one way or another above it it and below it. I will say this though. I am all for the local environment issues. Car exhaust fumes etc which effect people with bronchitis etc and skin problems. The waste plastic in our oceans needs to be addressed too and other issues. Check out piers corbyn for climate facts. He is an independent scientist as well as many others. CO2 does not create warming, it follows it. Also when the temperature goes down it then follows that too, but there is an 8 hundred year lag before it starts to follow it due to the slower temperature changes in the oceans. Most of the planet is ocean and the warmer they are the more CO2 they emit. The charts originally showed that lag too with the spikes in temperature and CO2 being 8 hundred years apart but they falsified the charts and put both the spikes together to make it look like CO2 was to blame to suit their own agenda as explained above. If they were so worried about man made CO2 then why do they not do something about termites which create ten times more CO2 than we do ?. Out of the whole atmosphere only about 0.04 percent of it is CO2 and only about 4 percent of that 0.04 percent is man made. Also think about this one. Why are developers investing in building all around the world on coast lines if they think in about 20 years time they will be flooded? Also why are the banks investing money to those developers to help them build, and providing long term mortgages to people to buy those properties etc on the coast lines? The answer to that is they know damn well that man made climate change is a hoax. I will mention again, check out piers corbyn and others, independent scientists, not government funded, hands not tied and can speak freely without the risk of loosing their livelihood. Again think about this. Out of the whole of the earths atmosphere, only about 0.04 percent of it is CO2. From that, only 4 percent of that 0.04 percent is CO2 that is man made. ( That’s not even a fart in the wind ). Thank you for reading this.	UCbHNpBcwr2TfLCS4Cki9fkQ	http://www.youtube.com/channel/UCbHNpBcwr2TfLCS4Cki9fkQ	0		
Ugy6Ug9sAAqQj_DPsKd4AaABAg	0	0	2020-01-19 07:51:47	Charles Fredericks	It is true global warming is hoax	UCfSofFwtmKJF9hNPVpn48Jw	http://www.youtube.com/channel/UCfSofFwtmKJF9hNPVpn48Jw	0		
Ugycd0QNKoasGG2SHc94AaABAg	0	0	2020-01-19 03:48:41	Orlando Victorson	Dan Pena is on 🔥	UCUg6SmR-gzttWBTLpapj_-A	http://www.youtube.com/channel/UCUg6SmR-gzttWBTLpapj_-A	0		
UgzR8rzkCj0HvI7810N4AaABAg	0	0	2020-01-18 19:31:19	bad intros	<a href="https://www.youtube.com/watch?v=m0sY2tjmr_Y&amp;t=1m20s">1:20</a> you kinda sound dumb	UCEil43jegWT0tgi09stKlJQ	http://www.youtube.com/channel/UCEil43jegWT0tgi09stKlJQ	0		
UgzrraIC0P5lDowEeaJ4AaABAg	0	0	2020-01-18 17:44:09	Eric Cogley	The bigger the lie the louder it&#39;s proclaimed &amp; the more often it is repeated.	UCdNxqIU7H0pTX-4iIyx_J2Q	http://www.youtube.com/channel/UCdNxqIU7H0pTX-4iIyx_J2Q	0		
Ugz5yr4bTIDf1gP9UNF4AaABAg	0	0	2020-01-18 17:19:16	Sam Lair	A recent article in the Wall Street Journal describes a four fold increase in weather related disasters since 1980. Droughts and storms are increasing in frequency, intensity and duration.<br />Search: ‘weather related disasters increasing’	UCov_MpgR7_57q7rmQPaCWPA	http://www.youtube.com/channel/UCov_MpgR7_57q7rmQPaCWPA	0		
Ugzmfqv2-OC4wGWgst14AaABAg	0	0	2020-01-15 03:03:56	nick sutic	Dan is passionate about what he knows and basically it’s -wake the fuck up everybody!!!	UCQ6_LjxzyFW4KrJwaaj-cOw	http://www.youtube.com/channel/UCQ6_LjxzyFW4KrJwaaj-cOw	0		
Ugxyn9B0jhQO4OuKJAx4AaABAg	0	0	2020-01-14 13:10:51	Peter Toland	Anyone have any clue as to whether the audit from the Aramco IPO is the whole truth?	UCbCczpdcrQrtQa_95-ro_OA	http://www.youtube.com/channel/UCbCczpdcrQrtQa_95-ro_OA	0		
UgxXdTnZPlcmJjB80mt4AaABAg	0	0	2020-01-13 14:30:09	Cosmic Giggle	He&#39;s the kind of guy who ignores really important things. This guy Pena is a pig	UCg8NHPu7ro-Kb7w4Zz8ihRA	http://www.youtube.com/channel/UCg8NHPu7ro-Kb7w4Zz8ihRA	0		
UgzESu9hgZqEk3Kwwj14AaABAg	0	0	2020-01-13 14:25:58	Cosmic Giggle	this guy Pena is a pig	UCg8NHPu7ro-Kb7w4Zz8ihRA	http://www.youtube.com/channel/UCg8NHPu7ro-Kb7w4Zz8ihRA	0		
UgyyOupNDl2XhEzPIhR4AaABAg	0	0	2020-01-13 07:43:00	M J	Ok boomer. He talks constantly but says nothing meaningful.	UCzb7XpL3mySAamJFLGCN9Eg	http://www.youtube.com/channel/UCzb7XpL3mySAamJFLGCN9Eg	0		
Ugwe9eI5U95uhP5883d4AaABAg	1	0	2020-01-12 17:18:57	The Tudor	Hopkins on cocaine looks like. Dude the guy is right but he needs to chill out!	UCZXmuD42wkM2wzY76k3h0Fg	http://www.youtube.com/channel/UCZXmuD42wkM2wzY76k3h0Fg	0		
Ugwe9eI5U95uhP5883d4AaABAg.93h4be8xi5f93i2lr7ZNaY		0	2020-01-13 02:22:06	wong	Correct. Incorrect.	UCSZhW02Czww8_DneBb_XxLQ	http://www.youtube.com/channel/UCSZhW02Czww8_DneBb_XxLQ	1	Ugwe9eI5U95uhP5883d4AaABAg	The Tudor
UgyE9WPXtOmUzCL5hPt4AaABAg	0	0	2020-01-08 16:54:25	Per Erik Holvik Tennebø	Damn that man Scream alot! i can hear you fine🤣	UCYTa0Mh0VJac2H6p2sgDa-g	http://www.youtube.com/channel/UCYTa0Mh0VJac2H6p2sgDa-g	0		
UgzlWZZmHQGRHiNFeyx4AaABAg	0	0	2020-01-08 07:47:09	David Crandell	Does anyone remember the ice age scare of the late 70&#39;s and early 80&#39;s? I wonder what happened to it,	UClNhSyRuav6T5iFB_5aw2rw	http://www.youtube.com/channel/UClNhSyRuav6T5iFB_5aw2rw	0		
Ugw4nRznCx-FY6Awf_d4AaABAg	1	0	2020-01-06 17:41:49	betdam	Pollution is the only problem, climate is cyclical	UCuVWkumXCVcFlQAo-8oyFNQ	http://www.youtube.com/channel/UCuVWkumXCVcFlQAo-8oyFNQ	0		
Ugw4nRznCx-FY6Awf_d4AaABAg.93SfSuBj9d593i30hO5i1n		0	2020-01-13 02:24:16	wong	Well done proving you fell for the Exxon/Peabody/Koch funded lies.	UCSZhW02Czww8_DneBb_XxLQ	http://www.youtube.com/channel/UCSZhW02Czww8_DneBb_XxLQ	1	Ugw4nRznCx-FY6Awf_d4AaABAg	betdam
UgxRDV9ca2orUi_v9hZ4AaABAg	1	1	2020-01-03 19:20:48	MURR DOG	Deepest dems, would rather see America fail /scorched earth..... then have USA succeed...blexit California.	UCsXnC5atf2OojuRcNKSxzBw	http://www.youtube.com/channel/UCsXnC5atf2OojuRcNKSxzBw	0		
UgxRDV9ca2orUi_v9hZ4AaABAg.93L7PE-VXhF93i3XrCYVnQ		0	2020-01-13 02:28:47	wong	Anyone conflating science and politics is not only a total science illiterate but also a fucking idiot. fyi the growth industry of the present and future is dealing with environmental problems ,and who is leading that industry? The EU and the PRC. Who is losing out on that growth and therefore destroying its future? The USA.	UCSZhW02Czww8_DneBb_XxLQ	http://www.youtube.com/channel/UCSZhW02Czww8_DneBb_XxLQ	1	UgxRDV9ca2orUi_v9hZ4AaABAg	MURR DOG
UgyHE6eQ_oJh_hlvkx94AaABAg	1	1	2019-12-28 04:21:50	Dante The Great	Pena is spitting facts. Facts.	UC_lWFSaN9iAApo3usNa6cFg	http://www.youtube.com/channel/UC_lWFSaN9iAApo3usNa6cFg	0		
UgyHE6eQ_oJh_hlvkx94AaABAg.9343kljrNNU93i3402S-iz		0	2020-01-13 02:24:43	wong	No. Bollocks.	UCSZhW02Czww8_DneBb_XxLQ	http://www.youtube.com/channel/UCSZhW02Czww8_DneBb_XxLQ	1	UgyHE6eQ_oJh_hlvkx94AaABAg	Dante The Great
UgwUEM8J-uKwFsewvS14AaABAg	0	2	2019-12-22 15:58:11	Peter Lane	Just fucking ignorant!!!	UCCsrWu7qsmHmUAONWZdnEww	http://www.youtube.com/channel/UCCsrWu7qsmHmUAONWZdnEww	0		
Ugz8B36hATY1___dH1F4AaABAg	0	0	2019-12-17 07:45:45	nikola ognjenovic	Evil	UCT4UBcgopsDqh04Hn71Ngew	http://www.youtube.com/channel/UCT4UBcgopsDqh04Hn71Ngew	0		
UgzNq0IhEbgZr1x42Dh4AaABAg	0	0	2019-12-17 07:43:11	nikola ognjenovic	....	UCT4UBcgopsDqh04Hn71Ngew	http://www.youtube.com/channel/UCT4UBcgopsDqh04Hn71Ngew	0		
Ugw8QNVQZjLXO77bpzF4AaABAg	0	0	2019-12-16 14:14:54	Jubailian	they went public :)	UCcVpp3JW_yhG9EaiQtS1InQ	http://www.youtube.com/channel/UCcVpp3JW_yhG9EaiQtS1InQ	0		
UgwmTDN7vEJXPAUPtml4AaABAg	0	0	2019-12-15 05:33:49	Q. Conover	Love this guy. But LA air is crap. Bottom line. I live here. So what’s he got to say about that ? It’s all cyclical ? No contribution from car exhaust ??	UCHUwHk8xP3HhLYzojx4KhIA	http://www.youtube.com/channel/UCHUwHk8xP3HhLYzojx4KhIA	0		
UgwyU3Nd0CjF8qlRzfx4AaABAg	0	0	2019-12-10 02:11:54	Anthony Brookes	dan pana i love this guy love his attitude love his information im ready to invest	UCLqqmAcZMBOKFZ1py_zKdhQ	http://www.youtube.com/channel/UCLqqmAcZMBOKFZ1py_zKdhQ	0		
UgxADZ23THMI39pUjpx4AaABAg	0	0	2019-12-05 18:15:23	GPD W	I can&#39;t blame Dan Pena for getting irate about this. Debating Global Warming cultists is like trying to reason with religious fundamentalists - nothing gets through.	UC1Ymj7-XFO76x6nIn3XDzhw	http://www.youtube.com/channel/UC1Ymj7-XFO76x6nIn3XDzhw	0		
UgzhWcXW0ueNKUQ9aP54AaABAg	0	0	2019-12-05 11:44:39	Little Traveller	Bi polar ha ha	UCSmYEdEa6RRk2msKOcUUJRg	http://www.youtube.com/channel/UCSmYEdEa6RRk2msKOcUUJRg	0		
UgzuZba-qxUlgJ4tozd4AaABAg	0	0	2019-12-04 19:53:25	Andrew Mckay	Climate change is only small not as they are putting it all over the media. The earth is about four billion years old and has always gone through stages of cooling down and heating up. CO2 is the gas of life. We breath it out, plants and treas breath it in then release oxygen, without one and another trees etc would not exit and neither would we. The oceans cover most of the planet and release CO2 as well. The more the better, it does not warm the planet as much as we are being told. They called it global warming originally but had to change it to climate change when they realised the average temperatures were slightly going down. They lie to us and try and brain wash us through the media etc etc for reasons to suit them. Their aim is for global control and profit from introducing green tax on systems etc saying they will cool the planet, but it will be going in their pockets and other things, not cooling the planet. Problem, action solution. Create the man made climate change lie, when man has almost nothing to do with it, wait for the reaction, protests etc, which is exactly what they want, then hey presto, offer the solution. New tax regimes. If they didn’t create the lie, and just try and implement the new tax regimes, a lot of those climate protesters today would be out protesting against the new tax regimes. Fact. The scientists that agree with them are government funded through universities etc so their hands are tied and they can’t speak freely and have to go along with the governments. The scientists who are independent whose hands are not tied will tell you the same as me but in much more details. They try to shut them up in various ways and even ban them from publishing their own facts in some cases. People need to look the proper facts up and realise what’s going on. The main cause for global cooling or warming is down to decreased or increased solar activity on the surface of the sun. The solar rays from increased sun spot activity break through the earths atmosphere and warm the oceans slightly. Also the moon is affected which effects the tides, and it effects the jet steam moving it slightly up or down, which’s effects the weather one way or another above it it and below it. I will say this though. I am all for the local environment issues. Car exhaust fumes etc which effect people with bronchitis etc and skin problems. The waste plastic in our oceans needs to be addressed too and other issues. Check out piers corbyn for climate facts. He is an independent scientist as well as many others. CO2 does not create warming, it follows it. Also when the temperature goes down it then follows that too, but there is an 8 hundred year lag before it starts to follow it due to the slower temperature changes in the oceans. Most of the planet is ocean and the warmer they are the more CO2 they emit. The charts originally showed that lag too with the spikes in temperature and CO2 being 8 hundred years apart but they falsified the charts and put both the spikes together to make it look like CO2 was to blame to suit their own agenda as explained above. If they were so worried about man made CO2 then why do they not do something about termites which create ten times more CO2 than we do ?. Out of the whole atmosphere only about 0.04 percent of it is CO2 and only about 4 percent of that 0.04 percent is man made. Also think about this one. Why are developers investing in building all around the world on coast lines if they think in about 20 years time they will be flooded? Also why are the banks investing money to those developers to help them build, and providing long term mortgages to people to buy those properties etc on the coast lines? The answer to that is they know damn well that man made climate change is a hoax. I will mention again, check out piers corbyn and others, independent scientists, not government funded, hands not tied and can speak freely without the risk of loosing their livelihood. Again think about this. Out of the whole of the earths atmosphere, only about 0.04 percent of it is CO2. From that, only 4 percent of that 0.04 percent is CO2 that is man made. ( That’s not even a fart in the wind ). Thank you for reading this.	UCbHNpBcwr2TfLCS4Cki9fkQ	http://www.youtube.com/channel/UCbHNpBcwr2TfLCS4Cki9fkQ	0		
UgzJAyOHsEwZ1Y6SuD94AaABAg	0	0	2019-12-03 22:11:11	alyosha pearce	I think his micro processor is trying to process too many channels of information and it&#39;s all getting mixed up and being output through his mouth at the same time. It&#39;s as if someone ran over his HDMI cable and then tried to solder it back together but all the wrong wires were reconnected.	UCgL4pALKGlxjzMTO5YGHsMw	http://www.youtube.com/channel/UCgL4pALKGlxjzMTO5YGHsMw	0		
Ugy9so3qZ51gXpL3hL54AaABAg	0	1	2019-12-03 03:05:35	MGTOW Lawyer	hmm global warming.... means fewer snowflakes?	UCzdiHxkX_PMAJkxOgqIbG8w	http://www.youtube.com/channel/UCzdiHxkX_PMAJkxOgqIbG8w	0		
UgxG8YNXmVQVK-035JR4AaABAg	0	0	2019-11-30 12:39:12	Film Buff 92	Of course Wikipedia has a little blurb about how global warming is 100% real and this guy is a conspiracy theorist. It’s creepy and scary that the internet is no longer a free and impartial place to discuss ideas and just listen to people and document history. Now the internet is forbidding speech and telling you how to think.	UC1VIQ2vFD-NK79DbohDjT8w	http://www.youtube.com/channel/UC1VIQ2vFD-NK79DbohDjT8w	0		
Ugy4YkPGnKfFlNfZXuB4AaABAg	0	0	2019-11-28 20:04:20	Skeptic 4 Reason	They can&#39;t tax the air you breathe (oxygen) that would be to obvious, so they want to tax the air you breathe out instead. Unfortunately some people are dumb enough to not figure this out.	UCzNILkNuKZUKO87dgPph1sw	http://www.youtube.com/channel/UCzNILkNuKZUKO87dgPph1sw	0		
UgweEU2GTQnS11Lfd_x4AaABAg	0	0	2019-11-26 11:57:52	David Green	I like Mr Pena a because a ) he is smart , and b) because he talks in the language that &quot; the common man/woman can understand (complete with profanities ) - he has NAILED those friggin&#39; alarmists/snowflakes /global warming nutcases to the floor , by using a logic that every man/woman can understand , and it is thanks to HIM , I can see light at the end of the tunnel .<br />P.S greetings from Israel	UCxtrlpx4sn8BPoosbj-dhvQ	http://www.youtube.com/channel/UCxtrlpx4sn8BPoosbj-dhvQ	0		
UgxDIKhmLY8Kgt__0Ud4AaABAg	0	0	2019-11-25 13:32:43	Euan Thorburn	♡♡♡	UCcD0kKILt4jVCAmHMK8ax_g	http://www.youtube.com/channel/UCcD0kKILt4jVCAmHMK8ax_g	0		
UgxCnvKKfP7TMqLcw2Z4AaABAg	0	0	2019-11-23 22:49:04	Celestial Teapot	and there you have it, shouting trumps evidence and logic every time,	UCAVEQgAUxGBTDUwTAgJciIQ	http://www.youtube.com/channel/UCAVEQgAUxGBTDUwTAgJciIQ	0		
UgxsWzLULr3Qg3YcVYV4AaABAg	0	0	2019-11-23 16:43:55	Julio Espada	two children that are 21 and 23, uhuh	UCzpwCferLgQjN8QrJ_k-Cug	http://www.youtube.com/channel/UCzpwCferLgQjN8QrJ_k-Cug	0		
Ugw0cUSI_jkVmrZ2nAh4AaABAg	0	0	2019-11-21 07:43:59	Big Ding	So what&#39;s the connection between Aramco&#39;s vast oil reserves and global warming? He spent a lot of time talking about that. And when Brian asked him what the connection was he started talking about his old wrinkled dick.	UC6W78sPvEoj_is1yRICC9eg	http://www.youtube.com/channel/UC6W78sPvEoj_is1yRICC9eg	0		
UgzTkLd-hKHiG1cuNnV4AaABAg	0	0	2019-11-17 01:42:29	carlos Rivas	Al gore pays carbon credit money to himself for his carbons sins.	UCbnWoEXl8CCYKSiYpa3SKOQ	http://www.youtube.com/channel/UCbnWoEXl8CCYKSiYpa3SKOQ	0		
Ugyb-n4p7mC1uraNAw54AaABAg	0	1	2019-11-16 18:38:27	Mr Perfect	It&#39;s like listening to my mind speak, listening to this guy. Lol	UCfhip17epQYbVNtS1cRBuqg	http://www.youtube.com/channel/UCfhip17epQYbVNtS1cRBuqg	0		
Ugz3LrgqRRUSI_wYT414AaABAg	0	0	2019-11-14 00:47:43	Britopia	By-polar Lol!	UCH2hDRZ3mH2U1Lb8KbLr0Kw	http://www.youtube.com/channel/UCH2hDRZ3mH2U1Lb8KbLr0Kw	0		
UgyX7MJaxbBFgIq1IVd4AaABAg	2	0	2019-11-10 22:30:43	Andrew Corbett	Show this to Greta..	UCsjdZ0-giyxFoZaYL_k10VQ	http://www.youtube.com/channel/UCsjdZ0-giyxFoZaYL_k10VQ	0		
UgyX7MJaxbBFgIq1IVd4AaABAg.91AQCyjZYZh91QEk5LEqhM		0	2019-11-17 01:58:22	Jupiter El	Who cares about her. Her parents made her do it she’s autistic and a child. Leave the girl alone. The fame will pass	UCWLPdUrL-bZUocLbseXjZIQ	http://www.youtube.com/channel/UCWLPdUrL-bZUocLbseXjZIQ	1	UgyX7MJaxbBFgIq1IVd4AaABAg	Andrew Corbett
UgyX7MJaxbBFgIq1IVd4AaABAg.91AQCyjZYZh91IoZiKhdzg		0	2019-11-14 04:46:12	MMG008	How dare you!!	UCz43xuFPA1AX7rLEU27gbnA	http://www.youtube.com/channel/UCz43xuFPA1AX7rLEU27gbnA	1	UgyX7MJaxbBFgIq1IVd4AaABAg	Andrew Corbett
UgyXAE3ZdhwO4__q-1R4AaABAg	0	3	2019-11-10 20:42:29	What Now	Excellent. I like this man, he&#39;s not afraid to say what he knows.	UCA8-8LpqdWuzrcWBTkFV2BQ	http://www.youtube.com/channel/UCA8-8LpqdWuzrcWBTkFV2BQ	0		
Ugz3ZEkHSS_9enJTUYl4AaABAg	0	0	2019-11-08 12:48:15	A D	I love you Dan Pena!!!	UCSW3nX64mp7od4e-dYBmcjA	http://www.youtube.com/channel/UCSW3nX64mp7od4e-dYBmcjA	0		
UgxgQ5xuVnrTdnVTpqZ4AaABAg	0	0	2019-11-07 13:13:03	eemr84	Al Gore has made millions from this global warning or &quot;climate change&quot; BS he is worth 300 million plus and now bbn politicians are using this to scheme people for votes and get more power .	UC9-LXX46DPau2LZV0MbOSQA	http://www.youtube.com/channel/UC9-LXX46DPau2LZV0MbOSQA	0		
UgxuKIXEaNyHu-3HvTp4AaABAg	0	0	2019-11-05 12:01:01	Sarah Sharp	Brian, this guy clearly has a lot of conflicting interests here, it&#39;s irresponsible to give him this platform and confuse the science. This is serious and you have an important platform of influence, please use it wisely.	UCxNc4snOJ-3FaNgdVc3qbSQ	http://www.youtube.com/channel/UCxNc4snOJ-3FaNgdVc3qbSQ	0		
UgxbCMGqVjIJNqMRkWJ4AaABAg	0	4	2019-11-05 08:03:00	Kyla Buhlig	I’m sure going to share this Because most people believe fake news	UCEiU91--vfbUlIzfYSa8m2Q	http://www.youtube.com/channel/UCEiU91--vfbUlIzfYSa8m2Q	0		
