"speech"	"bigram"	"n"	"tf"	"idf"	"tf_idf"
"1326"	"59"	"2011 thailand"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1327"	"59"	"abandoned concrete"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1328"	"59"	"absorb rain"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1329"	"59"	"absorb water"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1330"	"59"	"absorbent capacity"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1331"	"59"	"academic campus"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1332"	"59"	"acre park"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1333"	"59"	"agricultural land"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1334"	"59"	"ambition laughter"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1335"	"59"	"amphibious design"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1336"	"59"	"amphibious laughter"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1337"	"59"	"asia severe"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1338"	"59"	"asian region"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1339"	"59"	"bangkok's metropolitan"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1340"	"59"	"bangkok growing"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1341"	"59"	"bangkok outlined"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1342"	"59"	"bigger hole"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1343"	"59"	"bikes people"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1344"	"59"	"bold mission"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1345"	"59"	"busy road"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1346"	"59"	"central thailand"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1347"	"59"	"change means"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1348"	"59"	"chulalongkorn centenary"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1349"	"59"	"cities continue"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1350"	"59"	"city bangkok"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1351"	"59"	"city confront"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1352"	"59"	"city continues"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1353"	"59"	"city deal"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1354"	"59"	"city reuse"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1355"	"59"	"climate risk"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1356"	"59"	"climate uncertainty"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1357"	"59"	"collected rain"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1358"	"59"	"concrete land"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1359"	"59"	"concrete parking"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1360"	"59"	"concrete pavement"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1361"	"59"	"concrete roof"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1362"	"59"	"concrete structure"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1363"	"59"	"confront climate"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1364"	"59"	"countless meetings"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1365"	"59"	"cracking ambition"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1366"	"59"	"delta bangkok"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1367"	"59"	"delta cities"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1368"	"59"	"design competition"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1369"	"59"	"direction shifting"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1370"	"59"	"enormous lake"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1371"	"59"	"expensive flood"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1372"	"59"	"extreme risk"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1373"	"59"	"extremely vulnerable"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1374"	"59"	"favorite game"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1375"	"59"	"fighting flood"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1376"	"59"	"flat city"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1377"	"59"	"flood disaster"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1378"	"59"	"flood proof"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1379"	"59"	"flood reflects"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1380"	"59"	"flooding means"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1381"	"59"	"force pulls"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1382"	"59"	"gravity force"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1383"	"59"	"green crack"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1384"	"59"	"green cracks"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1385"	"59"	"green pedestrian"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1386"	"59"	"green space"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1387"	"59"	"happy event"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1388"	"59"	"heart firmly"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1389"	"59"	"history flooding"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1390"	"59"	"hundredth anniversary"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1391"	"59"	"increasingly obligated"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1392"	"59"	"jai means"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1393"	"59"	"ka applause"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1394"	"59"	"kòp kun"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1395"	"59"	"kun ka"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1396"	"59"	"landscape architect"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1397"	"59"	"laughter centenary"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1398"	"59"	"literal translation"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1399"	"59"	"living creature"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1400"	"59"	"london tokyo"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1401"	"59"	"lowest public"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1402"	"59"	"main elements"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1403"	"59"	"major delta"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1404"	"59"	"means disaster"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1405"	"59"	"means heart"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1406"	"59"	"metropolitan region"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1407"	"59"	"million gallons"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1408"	"59"	"modern infrastructure"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1409"	"59"	"muddy river"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1410"	"59"	"museum underneath"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1411"	"59"	"native water"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1412"	"59"	"normal putting"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1413"	"59"	"park sounds"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1414"	"59"	"park water"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1415"	"59"	"parking lot"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1416"	"59"	"pedestrian bridge"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1417"	"59"	"people including"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1418"	"59"	"plant creep"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1419"	"59"	"pond collects"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1420"	"59"	"porous agricultural"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1421"	"59"	"predicted sea"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1422"	"59"	"proof park"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1423"	"59"	"provinces millions"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1424"	"59"	"public green"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1425"	"59"	"rain reduce"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1426"	"59"	"rainwater tanks"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1427"	"59"	"reduce urban"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1428"	"59"	"retention pond"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1429"	"59"	"risk creating"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1430"	"59"	"river delta"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1431"	"59"	"row house"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1432"	"59"	"severe flooding"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1433"	"59"	"shifting muddy"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1434"	"59"	"similar catastrophe"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1435"	"59"	"single drop"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1436"	"59"	"sinking including"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1437"	"59"	"southeast asian"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1438"	"59"	"street laughter"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1439"	"59"	"thai language"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1440"	"59"	"thammasat university"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1441"	"59"	"tokyo shanghai"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1442"	"59"	"urban farm"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1443"	"59"	"urgent impact"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1444"	"59"	"usual version"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1445"	"59"	"water applause"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1446"	"59"	"water bikes"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1447"	"59"	"water fertilized"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1448"	"59"	"water plants"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1449"	"59"	"water system"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1450"	"59"	"york london"	1	0.000814332247557003	4.21950770517611	0.00343608119314015
"1451"	"13"	"autistic child"	3	0.000809279741030483	4.21950770517611	0.00341476210292105
"1452"	"13"	"silicon valley"	3	0.000809279741030483	4.21950770517611	0.00341476210292105
"1453"	"13"	"visual thinker"	3	0.000809279741030483	4.21950770517611	0.00341476210292105
"1454"	"13"	"visual thinking"	3	0.000809279741030483	4.21950770517611	0.00341476210292105
"1455"	"30"	"beautiful music"	1	0.000966183574879227	3.52636052461616	0.00340711161798663
"1456"	"30"	"lapse photography"	1	0.000966183574879227	3.52636052461616	0.00340711161798663
"1457"	"30"	"nonstop 24"	1	0.000966183574879227	3.52636052461616	0.00340711161798663
"1458"	"30"	"personal journey"	1	0.000966183574879227	3.52636052461616	0.00340711161798663
"1459"	"41"	"rising sea"	1	0.00109051254089422	3.120895416508	0.00340337559052126
"1460"	"18"	"san francisco"	1	0.00119904076738609	2.83321334405622	0.00339713830222568
"1461"	"40"	"ancient ancestor"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1462"	"40"	"conventional papaya"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1463"	"40"	"couple examples"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1464"	"40"	"distributed freely"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1465"	"40"	"engineered papaya"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1466"	"40"	"field trial"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1467"	"40"	"genetic technique"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1468"	"40"	"genetic techniques"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1469"	"40"	"hawaiian papaya"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1470"	"40"	"human health"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1471"	"40"	"husband raoul"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1472"	"40"	"insecticide sprays"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1473"	"40"	"organic farmer"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1474"	"40"	"plant geneticist"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1475"	"40"	"plant genetics"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1476"	"40"	"powerfully argued"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1477"	"40"	"random mutagenesis"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1478"	"40"	"rice farmers"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1479"	"40"	"rice genes"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1480"	"40"	"rice varieties"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1481"	"40"	"sub1 variety"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1482"	"40"	"uncharacterized mutations"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1483"	"40"	"world farmers"	2	0.000800961153384061	4.21950770517611	0.00337966175825079
"1484"	"63"	"1,782 millimeters"	1	8e-04	4.21950770517611	0.00337560616414089
"1485"	"63"	"1,800 megawatts"	1	8e-04	4.21950770517611	0.00337560616414089
"1486"	"63"	"1.7 million"	1	8e-04	4.21950770517611	0.00337560616414089
"1487"	"63"	"11,000 people"	1	8e-04	4.21950770517611	0.00337560616414089
"1488"	"63"	"3.5 million"	1	8e-04	4.21950770517611	0.00337560616414089
"1489"	"63"	"300 days"	1	8e-04	4.21950770517611	0.00337560616414089
"1490"	"63"	"430 liters"	1	8e-04	4.21950770517611	0.00337560616414089
"1491"	"63"	"78 water"	1	8e-04	4.21950770517611	0.00337560616414089
"1492"	"63"	"abu dhabi"	1	8e-04	4.21950770517611	0.00337560616414089
"1493"	"63"	"architect design"	1	8e-04	4.21950770517611	0.00337560616414089
"1494"	"63"	"average growth"	1	8e-04	4.21950770517611	0.00337560616414089
"1495"	"63"	"bringing people"	1	8e-04	4.21950770517611	0.00337560616414089
"1496"	"63"	"burn tons"	1	8e-04	4.21950770517611	0.00337560616414089
"1497"	"63"	"called desalination"	1	8e-04	4.21950770517611	0.00337560616414089
"1498"	"63"	"changing diets"	1	8e-04	4.21950770517611	0.00337560616414089
"1499"	"63"	"cities resources"	1	8e-04	4.21950770517611	0.00337560616414089
"1500"	"63"	"comparative advantage"	1	8e-04	4.21950770517611	0.00337560616414089
"1501"	"63"	"concentration people"	1	8e-04	4.21950770517611	0.00337560616414089
"1502"	"63"	"country's food"	1	8e-04	4.21950770517611	0.00337560616414089
"1503"	"63"	"cubic meters"	1	8e-04	4.21950770517611	0.00337560616414089
"1504"	"63"	"damascus cairo"	1	8e-04	4.21950770517611	0.00337560616414089
"1505"	"63"	"declining yields"	1	8e-04	4.21950770517611	0.00337560616414089
"1506"	"63"	"demand growing"	1	8e-04	4.21950770517611	0.00337560616414089
"1507"	"63"	"demands food"	1	8e-04	4.21950770517611	0.00337560616414089
"1508"	"63"	"depletable energy"	1	8e-04	4.21950770517611	0.00337560616414089
"1509"	"63"	"desalination energy"	1	8e-04	4.21950770517611	0.00337560616414089
"1510"	"63"	"develop cities"	1	8e-04	4.21950770517611	0.00337560616414089
"1511"	"63"	"development industries"	1	8e-04	4.21950770517611	0.00337560616414089
"1512"	"63"	"directly affect"	1	8e-04	4.21950770517611	0.00337560616414089
"1513"	"63"	"discovered oil"	1	8e-04	4.21950770517611	0.00337560616414089
"1514"	"63"	"doctors build"	1	8e-04	4.21950770517611	0.00337560616414089
"1515"	"63"	"economic level"	1	8e-04	4.21950770517611	0.00337560616414089
"1516"	"63"	"education research"	1	8e-04	4.21950770517611	0.00337560616414089
"1517"	"63"	"energy fossil"	1	8e-04	4.21950770517611	0.00337560616414089
"1518"	"63"	"enjoy water"	1	8e-04	4.21950770517611	0.00337560616414089
"1519"	"63"	"entire master"	1	8e-04	4.21950770517611	0.00337560616414089
"1520"	"63"	"era 1939"	1	8e-04	4.21950770517611	0.00337560616414089
"1521"	"63"	"exploited commercially"	1	8e-04	4.21950770517611	0.00337560616414089
"1522"	"63"	"fancy technologies"	1	8e-04	4.21950770517611	0.00337560616414089
"1523"	"63"	"finally markets"	1	8e-04	4.21950770517611	0.00337560616414089
"1524"	"63"	"food secure"	1	8e-04	4.21950770517611	0.00337560616414089
"1525"	"63"	"gigantic mammoth"	1	8e-04	4.21950770517611	0.00337560616414089
"1526"	"63"	"grow 15"	1	8e-04	4.21950770517611	0.00337560616414089
"1527"	"63"	"history cities"	1	8e-04	4.21950770517611	0.00337560616414089
"1528"	"63"	"home bring"	1	8e-04	4.21950770517611	0.00337560616414089
"1529"	"63"	"horizontal line"	1	8e-04	4.21950770517611	0.00337560616414089
"1530"	"63"	"import 90"	1	8e-04	4.21950770517611	0.00337560616414089
"1531"	"63"	"industries technologies"	1	8e-04	4.21950770517611	0.00337560616414089
"1532"	"63"	"istanbul rome"	1	8e-04	4.21950770517611	0.00337560616414089
"1533"	"63"	"key factor"	1	8e-04	4.21950770517611	0.00337560616414089
"1534"	"63"	"legislation policies"	1	8e-04	4.21950770517611	0.00337560616414089
"1535"	"63"	"level education"	1	8e-04	4.21950770517611	0.00337560616414089
"1536"	"63"	"life expectancy"	1	8e-04	4.21950770517611	0.00337560616414089
"1537"	"63"	"line system"	1	8e-04	4.21950770517611	0.00337560616414089
"1538"	"63"	"livable space"	1	8e-04	4.21950770517611	0.00337560616414089
"1539"	"63"	"live forever"	1	8e-04	4.21950770517611	0.00337560616414089
"1540"	"63"	"lived scattered"	1	8e-04	4.21950770517611	0.00337560616414089
"1541"	"63"	"livestock urbanize"	1	8e-04	4.21950770517611	0.00337560616414089
"1542"	"63"	"london paris"	1	8e-04	4.21950770517611	0.00337560616414089
"1543"	"63"	"machine called"	1	8e-04	4.21950770517611	0.00337560616414089
"1544"	"63"	"mammoth machine"	1	8e-04	4.21950770517611	0.00337560616414089
"1545"	"63"	"market policy"	1	8e-04	4.21950770517611	0.00337560616414089
"1546"	"63"	"master plan"	1	8e-04	4.21950770517611	0.00337560616414089
"1547"	"63"	"millennium cities"	1	8e-04	4.21950770517611	0.00337560616414089
"1548"	"63"	"millennium city"	1	8e-04	4.21950770517611	0.00337560616414089
"1549"	"63"	"million cubic"	1	8e-04	4.21950770517611	0.00337560616414089
"1550"	"63"	"nice home"	1	8e-04	4.21950770517611	0.00337560616414089
"1551"	"63"	"paris damascus"	1	8e-04	4.21950770517611	0.00337560616414089
"1552"	"63"	"people started"	1	8e-04	4.21950770517611	0.00337560616414089
"1553"	"63"	"policies regulations"	1	8e-04	4.21950770517611	0.00337560616414089
"1554"	"63"	"produce 3.5"	1	8e-04	4.21950770517611	0.00337560616414089
"1555"	"63"	"rain qatar"	1	8e-04	4.21950770517611	0.00337560616414089
"1556"	"63"	"risks directly"	1	8e-04	4.21950770517611	0.00337560616414089
"1557"	"63"	"rome london"	1	8e-04	4.21950770517611	0.00337560616414089
"1558"	"63"	"salaam alaikum"	1	8e-04	4.21950770517611	0.00337560616414089
"1559"	"63"	"scientists doctors"	1	8e-04	4.21950770517611	0.00337560616414089
"1560"	"63"	"slide sums"	1	8e-04	4.21950770517611	0.00337560616414089
"1561"	"63"	"socio economic"	1	8e-04	4.21950770517611	0.00337560616414089
"1562"	"63"	"start eating"	1	8e-04	4.21950770517611	0.00337560616414089
"1563"	"63"	"started building"	1	8e-04	4.21950770517611	0.00337560616414089
"1564"	"63"	"supply society"	1	8e-04	4.21950770517611	0.00337560616414089
"1565"	"63"	"sustainable solution"	1	8e-04	4.21950770517611	0.00337560616414089
"1566"	"63"	"system sustenance"	1	8e-04	4.21950770517611	0.00337560616414089
"1567"	"63"	"technical documents"	1	8e-04	4.21950770517611	0.00337560616414089
"1568"	"63"	"totally wiped"	1	8e-04	4.21950770517611	0.00337560616414089
"1569"	"63"	"villages fishing"	1	8e-04	4.21950770517611	0.00337560616414089
"1570"	"63"	"water consumption"	1	8e-04	4.21950770517611	0.00337560616414089
"1571"	"63"	"water reserve"	1	8e-04	4.21950770517611	0.00337560616414089
"1572"	"63"	"whatsoever simply"	1	8e-04	4.21950770517611	0.00337560616414089
"1573"	"2"	"9 11"	3	0.000957243139757498	3.52636052461616	0.00337558442050047
"1574"	"4"	"middle east"	2	0.00128949065119278	2.61006979274201	0.00336566059670149
"1575"	"66"	"10 percent"	2	0.00146412884333821	2.27359755612079	0.00332883976005973
"1576"	"38"	"low income"	2	0.000943841434638981	3.52636052461616	0.00332832517660799
"1577"	"26"	"97 percent"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1578"	"26"	"bluefin tuna"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1579"	"26"	"deep diving"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1580"	"26"	"deep sea"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1581"	"26"	"hawaiian islands"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1582"	"26"	"hope jill"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1583"	"26"	"hope spots"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1584"	"26"	"intelligent life"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1585"	"26"	"marine sanctuaries"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1586"	"26"	"national marine"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1587"	"26"	"protect biodiversity"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1588"	"26"	"tomorrow's child"	2	0.000783085356303837	4.21950770517611	0.00330423469473462
"1589"	"11"	"600 foot"	3	0.000772598506309554	4.21950770517611	0.00325998535038072
"1590"	"11"	"national forest"	3	0.000772598506309554	4.21950770517611	0.00325998535038072
"1591"	"59"	"climate change"	4	0.00325732899022801	1.00063188030791	0.00325938723227331
"1592"	"37"	"sea level"	6	0.0017825311942959	1.82161243237774	0.00324708098463055
"1593"	"35"	"500 million"	2	0.00103305785123967	3.120895416508	0.00322406551292148
"1594"	"35"	"president obama"	2	0.00103305785123967	3.120895416508	0.00322406551292148
"1595"	"46"	"north pole"	2	0.00113636363636364	2.83321334405622	0.0032195606182457
"1596"	"46"	"planet earth"	2	0.00113636363636364	2.83321334405622	0.0032195606182457
"1597"	"21"	"ozone layer"	3	0.000912686340127776	3.52636052461616	0.00321846108118299
"1598"	"29"	"african wilderness"	2	0.000761904761904762	4.21950770517611	0.00321486301346751
"1599"	"29"	"de link"	2	0.000761904761904762	4.21950770517611	0.00321486301346751
"1600"	"29"	"film called"	2	0.000761904761904762	4.21950770517611	0.00321486301346751
"1601"	"29"	"iconic cats"	2	0.000761904761904762	4.21950770517611	0.00321486301346751
"1602"	"29"	"lion bones"	2	0.000761904761904762	4.21950770517611	0.00321486301346751
"1603"	"29"	"male lions"	2	0.000761904761904762	4.21950770517611	0.00321486301346751
"1604"	"29"	"top angle"	2	0.000761904761904762	4.21950770517611	0.00321486301346751
"1605"	"23"	"100 million"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1606"	"23"	"600 million"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1607"	"23"	"breakthrough technology"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1608"	"23"	"compact fluorescent"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1609"	"23"	"exxon's revenues"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1610"	"23"	"fluorescent light"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1611"	"23"	"green technologies"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1612"	"23"	"largest private"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1613"	"23"	"million compact"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1614"	"23"	"reduce greenhouse"	2	0.000760167236792094	4.21950770517611	0.00320753151286667
"1615"	"6"	"climate change"	11	0.00318287037037037	1.00063188030791	0.00318488156348002
"1616"	"48"	"american design"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1617"	"48"	"baseload electricity"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1618"	"48"	"brown administration"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1619"	"48"	"carrying capacity"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1620"	"48"	"city planet"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1621"	"48"	"criminal world"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1622"	"48"	"dismantled warheads"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1623"	"48"	"earth discipline"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1624"	"48"	"engineered crops"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1625"	"48"	"fellow environmentalists"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1626"	"48"	"floating reactors"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1627"	"48"	"legitimate world"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1628"	"48"	"makes cities"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1629"	"48"	"phone service"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1630"	"48"	"sulfur dioxide"	2	0.000754716981132075	4.21950770517611	0.00318453411711404
"1631"	"5"	"sea level"	4	0.00174443959877889	1.82161243237774	0.00317769286066766
"1632"	"56"	"asteroid hits"	1	0.000900900900900901	3.52636052461616	0.00317690137352807
"1633"	"56"	"flowering plants"	1	0.000900900900900901	3.52636052461616	0.00317690137352807
"1634"	"56"	"ice melts"	1	0.000900900900900901	3.52636052461616	0.00317690137352807
"1635"	"56"	"living structures"	1	0.000900900900900901	3.52636052461616	0.00317690137352807
"1636"	"56"	"personal journey"	1	0.000900900900900901	3.52636052461616	0.00317690137352807
"1637"	"56"	"vice versa"	1	0.000900900900900901	3.52636052461616	0.00317690137352807
"1638"	"47"	"completely wild"	2	0.000749344323716748	4.21950770517611	0.0031618641477528
"1639"	"47"	"fort theory"	2	0.000749344323716748	4.21950770517611	0.0031618641477528
"1640"	"47"	"human influence"	2	0.000749344323716748	4.21950770517611	0.0031618641477528
"1641"	"47"	"multiple species"	2	0.000749344323716748	4.21950770517611	0.0031618641477528
"1642"	"47"	"time outdoors"	2	0.000749344323716748	4.21950770517611	0.0031618641477528
"1643"	"47"	"touch nature"	2	0.000749344323716748	4.21950770517611	0.0031618641477528
"1644"	"37"	"international community"	3	0.00089126559714795	3.52636052461616	0.00314292381873098
"1645"	"53"	"natural world"	1	0.00110741971207087	2.83321334405622	0.0031375563057101
"1646"	"7"	"bernie madoff"	2	0.000743494423791822	4.21950770517611	0.00313718044994506
