"speech"	"word"	"n"	"total"	"tf"	"idf"	"tf_idf"
"1432"	"28"	"oh"	11	3280	0.00335365853658537	1.44691898293633	0.00485247219887182
"1433"	"49"	"megafauna"	3	2181	0.00137551581843191	3.52636052461616	0.00485056468310339
"1434"	"49"	"resist"	3	2181	0.00137551581843191	3.52636052461616	0.00485056468310339
"1435"	"10"	"galaxy"	5	2921	0.00171174255391989	2.83321334405622	0.0048497318453547
"1436"	"43"	"rise"	6	1398	0.00429184549356223	1.12846525181779	0.00484319850565576
"1437"	"52"	"pages"	4	2342	0.00170794192997438	2.83321334405622	0.00483896386687654
"1438"	"34"	"conventional"	3	1936	0.0015495867768595	3.120895416508	0.00483609826938223
"1439"	"34"	"inventing"	3	1936	0.0015495867768595	3.120895416508	0.00483609826938223
"1440"	"34"	"mit"	3	1936	0.0015495867768595	3.120895416508	0.00483609826938223
"1441"	"11"	"rose"	6	3884	0.00154479917610711	3.120895416508	0.004821156668138
"1442"	"29"	"baboon"	3	2626	0.00114242193450114	4.21950770517611	0.00482045815518976
"1443"	"9"	"contrary"	3	1943	0.00154400411734431	3.120895416508	0.00481867537288934
"1444"	"9"	"corrupt"	3	1943	0.00154400411734431	3.120895416508	0.00481867537288934
"1445"	"9"	"violence"	3	1943	0.00154400411734431	3.120895416508	0.00481867537288934
"1446"	"55"	"film"	2	797	0.00250941028858218	1.91692261218206	0.0048103453254255
"1447"	"55"	"speed"	2	797	0.00250941028858218	1.91692261218206	0.0048103453254255
"1448"	"23"	"brazil's"	3	2632	0.00113981762917933	4.21950770517611	0.00480946926881775
"1449"	"23"	"flex"	3	2632	0.00113981762917933	4.21950770517611	0.00480946926881775
"1450"	"23"	"mandated"	3	2632	0.00113981762917933	4.21950770517611	0.00480946926881775
"1451"	"23"	"sacramento"	3	2632	0.00113981762917933	4.21950770517611	0.00480946926881775
"1452"	"46"	"barney"	2	1761	0.00113571834185122	4.21950770517611	0.00479217229435106
"1453"	"46"	"messages"	2	1761	0.00113571834185122	4.21950770517611	0.00479217229435106
"1454"	"46"	"yacht"	2	1761	0.00113571834185122	4.21950770517611	0.00479217229435106
"1455"	"49"	"rivers"	4	2181	0.00183402109124255	2.61006979274201	0.00478692304950391
"1456"	"61"	"although"	1	381	0.0026246719160105	1.82161243237774	0.00478113499311742
"1457"	"61"	"straight"	1	381	0.0026246719160105	1.82161243237774	0.00478113499311742
"1458"	"61"	"super"	1	381	0.0026246719160105	1.82161243237774	0.00478113499311742
"1459"	"48"	"geoengineering"	3	2651	0.001131648434553	4.21950770517611	0.00477499928914686
"1460"	"48"	"informal"	3	2651	0.001131648434553	4.21950770517611	0.00477499928914686
"1461"	"68"	"computers"	3	1784	0.00168161434977578	2.83321334405622	0.00476437221534117
"1462"	"21"	"concentrations"	6	3288	0.00182481751824818	2.61006979274201	0.004762901081646
"1463"	"50"	"pressure"	9	2989	0.00301104048176648	1.58045037556085	0.00475880006023675
"1464"	"29"	"disappear"	4	2626	0.00152322924600152	3.120895416508	0.00475383917213709
"1465"	"26"	"coral"	5	2555	0.00195694716242661	2.42774823594805	0.00475097502142476
"1466"	"45"	"extremely"	5	2018	0.00247770069375619	1.91692261218206	0.00474956048608043
"1467"	"67"	"fisherman"	2	1486	0.00134589502018843	3.52636052461616	0.00474611106946993
"1468"	"67"	"overfishing"	2	1486	0.00134589502018843	3.52636052461616	0.00474611106946993
"1469"	"67"	"practice"	2	1486	0.00134589502018843	3.52636052461616	0.00474611106946993
"1470"	"64"	"filled"	4	1804	0.00221729490022173	2.14006616349627	0.00474515779045736
"1471"	"23"	"biofuels"	4	2632	0.00151975683890578	3.120895416508	0.00474300215274772
"1472"	"23"	"consumers"	4	2632	0.00151975683890578	3.120895416508	0.00474300215274772
"1473"	"47"	"influenced"	3	2670	0.00112359550561798	4.21950770517611	0.0047410198934563
"1474"	"36"	"cost"	8	2442	0.00327600327600328	1.44691898293633	0.00474011132821073
"1475"	"50"	"innovations"	5	2989	0.00167280026764804	2.83321334405622	0.00473940004024124
"1476"	"36"	"bit"	16	2442	0.00655200655200655	0.723000143709626	0.00473710167868715
"1477"	"53"	"centuries"	2	904	0.00221238938053097	2.14006616349627	0.00473465965375281
"1478"	"53"	"risks"	2	904	0.00221238938053097	2.14006616349627	0.00473465965375281
"1479"	"65"	"form"	3	660	0.00454545454545455	1.04145387482816	0.00473388124921891
"1480"	"26"	"fish"	8	2555	0.00313111545988258	1.5114575040739	0.00473254795796132
"1481"	"68"	"sunshades"	2	1784	0.00112107623318386	4.21950770517611	0.00473038980400909
"1482"	"68"	"unfortunate"	2	1784	0.00112107623318386	4.21950770517611	0.00473038980400909
"1483"	"65"	"function"	1	660	0.00151515151515152	3.120895416508	0.00472862941895151
"1484"	"65"	"hall"	1	660	0.00151515151515152	3.120895416508	0.00472862941895151
"1485"	"65"	"hardware"	1	660	0.00151515151515152	3.120895416508	0.00472862941895151
"1486"	"65"	"historical"	1	660	0.00151515151515152	3.120895416508	0.00472862941895151
"1487"	"65"	"hurricane"	1	660	0.00151515151515152	3.120895416508	0.00472862941895151
"1488"	"65"	"meanwhile"	1	660	0.00151515151515152	3.120895416508	0.00472862941895151
"1489"	"65"	"offers"	1	660	0.00151515151515152	3.120895416508	0.00472862941895151
"1490"	"65"	"recorded"	1	660	0.00151515151515152	3.120895416508	0.00472862941895151
"1491"	"54"	"emitted"	2	1493	0.00133958472873409	3.52636052461616	0.00472385870678655
"1492"	"19"	"terrific"	4	2988	0.00133868808567604	3.52636052461616	0.00472069682010196
"1493"	"50"	"50s"	4	2989	0.00133824021411843	3.52636052461616	0.00471911746352113
"1494"	"50"	"drama"	4	2989	0.00133824021411843	3.52636052461616	0.00471911746352113
"1495"	"50"	"threshold"	4	2989	0.00133824021411843	3.52636052461616	0.00471911746352113
"1496"	"64"	"homes"	3	1804	0.0016629711751663	2.83321334405622	0.004711552124262
"1497"	"64"	"occurred"	3	1804	0.0016629711751663	2.83321334405622	0.004711552124262
"1498"	"59"	"solution"	4	1229	0.0032546786004882	1.44691898293633	0.00470925625040301
"1499"	"59"	"stand"	4	1229	0.0032546786004882	1.44691898293633	0.00470925625040301
"1500"	"48"	"fewer"	4	2651	0.001508864579404	3.120895416508	0.00470900854999321
"1501"	"7"	"appalling"	3	2691	0.00111482720178372	4.21950770517611	0.00470402196786634
"1502"	"7"	"balkans"	3	2691	0.00111482720178372	4.21950770517611	0.00470402196786634
"1503"	"7"	"bulgaria"	3	2691	0.00111482720178372	4.21950770517611	0.00470402196786634
"1504"	"7"	"cocaine"	3	2691	0.00111482720178372	4.21950770517611	0.00470402196786634
"1505"	"7"	"smuggling"	3	2691	0.00111482720178372	4.21950770517611	0.00470402196786634
"1506"	"7"	"yugoslavia"	3	2691	0.00111482720178372	4.21950770517611	0.00470402196786634
"1507"	"56"	"mammals"	2	1111	0.0018001800180018	2.61006979274201	0.00469859548648426
"1508"	"56"	"mars"	2	1111	0.0018001800180018	2.61006979274201	0.00469859548648426
"1509"	"62"	"australians"	3	2252	0.00133214920071048	3.52636052461616	0.00469763835428441
"1510"	"62"	"cod"	3	2252	0.00133214920071048	3.52636052461616	0.00469763835428441
"1511"	"62"	"liver"	3	2252	0.00133214920071048	3.52636052461616	0.00469763835428441
"1512"	"62"	"wavelengths"	3	2252	0.00133214920071048	3.52636052461616	0.00469763835428441
"1513"	"66"	"groups"	3	1367	0.0021945866861741	2.14006616349627	0.00469656070994061
"1514"	"11"	"10,000"	10	3884	0.00257466529351184	1.82161243237774	0.00469004230787265
"1515"	"30"	"explore"	2	1036	0.00193050193050193	2.42774823594805	0.00468677265627037
"1516"	"13"	"stuff"	12	3708	0.00323624595469256	1.44691898293633	0.00468258570529555
"1517"	"51"	"k"	4	3606	0.00110926234054354	4.21950770517611	0.00468054099298514
"1518"	"51"	"microbial"	4	3606	0.00110926234054354	4.21950770517611	0.00468054099298514
"1519"	"51"	"seti"	4	3606	0.00110926234054354	4.21950770517611	0.00468054099298514
"1520"	"59"	"clean"	3	1229	0.00244100895036615	1.91692261218206	0.00467922525349567
"1521"	"64"	"grasses"	2	1804	0.00110864745011086	4.21950770517611	0.00467794645806664
"1522"	"64"	"logging"	2	1804	0.00110864745011086	4.21950770517611	0.00467794645806664
"1523"	"64"	"patches"	2	1804	0.00110864745011086	4.21950770517611	0.00467794645806664
"1524"	"64"	"railroads"	2	1804	0.00110864745011086	4.21950770517611	0.00467794645806664
"1525"	"64"	"severity"	2	1804	0.00110864745011086	4.21950770517611	0.00467794645806664
"1526"	"64"	"steadily"	2	1804	0.00110864745011086	4.21950770517611	0.00467794645806664
"1527"	"64"	"suppression"	2	1804	0.00110864745011086	4.21950770517611	0.00467794645806664
"1528"	"64"	"treatments"	2	1804	0.00110864745011086	4.21950770517611	0.00467794645806664
"1529"	"47"	"bark"	4	2670	0.00149812734082397	3.120895416508	0.00467549875132284
"1530"	"68"	"planet"	15	1784	0.00840807174887892	0.55594605904646	0.00467443435296912
"1531"	"46"	"north"	7	1761	0.00397501419647927	1.17498526745268	0.00467058311877841
"1532"	"10"	"liquid"	6	2921	0.00205409106470387	2.27359755612079	0.00467017642476027
"1533"	"67"	"everyone"	4	1486	0.00269179004037685	1.73460105538811	0.00466918184492088
"1534"	"53"	"45"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1535"	"53"	"accelerator"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1536"	"53"	"anxiously"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1537"	"53"	"asteroids"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1538"	"53"	"astronomer"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1539"	"53"	"attached"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1540"	"53"	"aversion"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1541"	"53"	"breakdowns"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1542"	"53"	"carcinogens"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1543"	"53"	"collisions"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1544"	"53"	"crashes"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1545"	"53"	"cybertech"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1546"	"53"	"darwinian"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1547"	"53"	"develops"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1548"	"53"	"disquietingly"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1549"	"53"	"dumb"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1550"	"53"	"dyson"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1551"	"53"	"earthquakes"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1552"	"53"	"eco"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1553"	"53"	"enterprises"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1554"	"53"	"entitled"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1555"	"53"	"envisaged"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1556"	"53"	"flares"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1557"	"53"	"foreclose"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1558"	"53"	"foresaw"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1559"	"53"	"freeman"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1560"	"53"	"fret"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1561"	"53"	"fringe"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1562"	"53"	"gratification"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1563"	"53"	"guard"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1564"	"53"	"hazards"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1565"	"53"	"idiots"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1566"	"53"	"incomparably"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1567"	"53"	"instant"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1568"	"53"	"jeopardize"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1569"	"53"	"mastered"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1570"	"53"	"maxim"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1571"	"53"	"medawar"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1572"	"53"	"melodious"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1573"	"53"	"necks"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1574"	"53"	"nightmares"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1575"	"53"	"pathogens"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1576"	"53"	"precautionary"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1577"	"53"	"premium"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1578"	"53"	"prolonged"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1579"	"53"	"reassurance"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1580"	"53"	"rip"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1581"	"53"	"robots"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1582"	"53"	"rogue"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1583"	"53"	"routinely"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1584"	"53"	"rumor"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1585"	"53"	"scarier"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1586"	"53"	"setback"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1587"	"53"	"setbacks"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1588"	"53"	"threats"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1589"	"53"	"toll"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1590"	"53"	"tuneful"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1591"	"53"	"unscathed"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1592"	"53"	"via"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1593"	"53"	"worthwhile"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1594"	"53"	"zillions"	1	904	0.00110619469026549	4.21950770517611	0.00466759701900012
"1595"	"52"	"record"	6	2342	0.00256191289496157	1.82161243237774	0.00466681238013084
"1596"	"39"	"alfalfa"	3	2268	0.00132275132275132	3.52636052461616	0.00466449804843408
"1597"	"39"	"flowering"	3	2268	0.00132275132275132	3.52636052461616	0.00466449804843408
"1598"	"39"	"healthcare"	3	2268	0.00132275132275132	3.52636052461616	0.00466449804843408
"1599"	"39"	"insecticides"	3	2268	0.00132275132275132	3.52636052461616	0.00466449804843408
"1600"	"41"	"art"	2	918	0.00217864923747277	2.14006616349627	0.00466245351524242
"1601"	"61"	"small"	2	381	0.005249343832021	0.887303195000903	0.00465775955381051
"1602"	"68"	"global"	11	1784	0.00616591928251121	0.75377180237638	0.00464769609088575
"1603"	"19"	"greenland"	8	2988	0.00267737617135207	1.73460105538811	0.00464417953249828
"1604"	"45"	"signal"	3	2018	0.00148662041625372	3.120895416508	0.00463958684317343
"1605"	"14"	"compassionate"	3	2729	0.00109930377427629	4.21950770517611	0.00463852074588799
"1606"	"14"	"faiths"	3	2729	0.00109930377427629	4.21950770517611	0.00463852074588799
"1607"	"14"	"guidelines"	3	2729	0.00109930377427629	4.21950770517611	0.00463852074588799
"1608"	"14"	"hector"	3	2729	0.00109930377427629	4.21950770517611	0.00463852074588799
"1609"	"14"	"rabbi"	3	2729	0.00109930377427629	4.21950770517611	0.00463852074588799
"1610"	"68"	"heat"	5	1784	0.00280269058295964	1.65455834771457	0.00463721510009689
"1611"	"68"	"powerful"	5	1784	0.00280269058295964	1.65455834771457	0.00463721510009689
"1612"	"15"	"dust"	5	2457	0.00203500203500203	2.27359755612079	0.00462677565348147
"1613"	"29"	"vehicle"	5	2626	0.0019040365575019	2.42774823594805	0.00462252139365585
"1614"	"5"	"fee"	3	2294	0.0013077593722755	3.52636052461616	0.00461163102608914
"1615"	"5"	"gasses"	3	2294	0.0013077593722755	3.52636052461616	0.00461163102608914
"1616"	"5"	"ppm"	3	2294	0.0013077593722755	3.52636052461616	0.00461163102608914
"1617"	"5"	"s"	3	2294	0.0013077593722755	3.52636052461616	0.00461163102608914
"1618"	"59"	"architecture"	2	1229	0.0016273393002441	2.83321334405622	0.00461059942075869
"1619"	"59"	"delta"	2	1229	0.0016273393002441	2.83321334405622	0.00461059942075869
"1620"	"59"	"fun"	2	1229	0.0016273393002441	2.83321334405622	0.00461059942075869
"1621"	"59"	"jungle"	2	1229	0.0016273393002441	2.83321334405622	0.00461059942075869
"1622"	"59"	"southeast"	2	1229	0.0016273393002441	2.83321334405622	0.00461059942075869
"1623"	"1"	"26"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1624"	"1"	"737"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1625"	"1"	"components"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1626"	"1"	"compute"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1627"	"1"	"interconnectivity"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1628"	"1"	"periphery"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1629"	"1"	"relate"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1630"	"1"	"shareholder"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1631"	"1"	"shareholding"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1632"	"1"	"tnc"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1633"	"1"	"uk"	2	1831	0.00109229929000546	4.21950770517611	0.00460896527053644
"1634"	"20"	"land"	10	2357	0.00424268137462877	1.08401348924696	0.0045991238406744
"1635"	"63"	"develop"	3	1251	0.00239808153477218	1.91692261218206	0.00459693671986106
"1636"	"41"	"adventures"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1637"	"41"	"artists"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1638"	"41"	"camels"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1639"	"41"	"century's"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1640"	"41"	"charcoal"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1641"	"41"	"crayon"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1642"	"41"	"cresting"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1643"	"41"	"cringe"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1644"	"41"	"documenting"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1645"	"41"	"emotionally"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1646"	"41"	"flattest"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1647"	"41"	"flux"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1648"	"41"	"foam"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1649"	"41"	"forefront"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1650"	"41"	"grandeur"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1651"	"41"	"illuminating"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1652"	"41"	"lapping"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1653"	"41"	"life's"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1654"	"41"	"locals"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1655"	"41"	"manipulate"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1656"	"41"	"mushed"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1657"	"41"	"painter"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1658"	"41"	"palms"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1659"	"41"	"pastel"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1660"	"41"	"psychology"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1661"	"41"	"quiets"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1662"	"41"	"studio"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1663"	"41"	"sublime"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1664"	"41"	"sublimity"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1665"	"41"	"subsequent"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1666"	"41"	"tranquility"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1667"	"41"	"tumor"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1668"	"41"	"unseasonably"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1669"	"41"	"viewers"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1670"	"41"	"vulnerability"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1671"	"41"	"wavered"	1	918	0.00108932461873638	4.21950770517611	0.0045964136221962
"1672"	"27"	"glaciers"	1	440	0.00227272727272727	2.02228312783989	0.00459609801781793
"1673"	"27"	"moments"	1	440	0.00227272727272727	2.02228312783989	0.00459609801781793
"1674"	"33"	"gas"	12	3471	0.00345721694036301	1.32913594727994	0.00459511131298165
"1675"	"46"	"70"	4	1761	0.00227143668370244	2.02228312783989	0.00459348808140804
"1676"	"43"	"reach"	3	1398	0.00214592274678112	2.14006616349627	0.00459241665986324
"1677"	"18"	"models"	2	835	0.00239520958083832	1.91692261218206	0.0045914314064241
"1678"	"44"	"fin"	2	1537	0.00130123617436565	3.52636052461616	0.00458862787848557
"1679"	"44"	"navigate"	2	1537	0.00130123617436565	3.52636052461616	0.00458862787848557
"1680"	"44"	"prey"	2	1537	0.00130123617436565	3.52636052461616	0.00458862787848557
"1681"	"44"	"primarily"	2	1537	0.00130123617436565	3.52636052461616	0.00458862787848557
"1682"	"44"	"seals"	2	1537	0.00130123617436565	3.52636052461616	0.00458862787848557
"1683"	"45"	"sea"	10	2018	0.00495540138751239	0.923670839171778	0.00457715975803656
"1684"	"14"	"christianity"	4	2729	0.00146573836570172	3.120895416508	0.00457441614731843
"1685"	"14"	"islam"	4	2729	0.00146573836570172	3.120895416508	0.00457441614731843
"1686"	"14"	"judaism"	4	2729	0.00146573836570172	3.120895416508	0.00457441614731843
"1687"	"55"	"fly"	2	797	0.00250941028858218	1.82161243237774	0.00457117297961791
"1688"	"66"	"1970s"	2	1367	0.00146305779078274	3.120895416508	0.00456605035334016
"1689"	"66"	"depleting"	2	1367	0.00146305779078274	3.120895416508	0.00456605035334016
"1690"	"66"	"invention"	2	1367	0.00146305779078274	3.120895416508	0.00456605035334016
"1691"	"31"	"inuit"	6	4103	0.0014623446258835	3.120895416508	0.00456382464027492
"1692"	"61"	"movement"	1	381	0.0026246719160105	1.73460105538811	0.00455275867555933
"1693"	"61"	"standing"	1	381	0.0026246719160105	1.73460105538811	0.00455275867555933
"1694"	"13"	"asperger"	4	3708	0.00107874865156419	4.21950770517611	0.00455178824722342
"1695"	"13"	"slaughter"	4	3708	0.00107874865156419	4.21950770517611	0.00455178824722342
"1696"	"13"	"verbal"	4	3708	0.00107874865156419	4.21950770517611	0.00455178824722342
"1697"	"49"	"trees"	6	2181	0.00275103163686382	1.65455834771457	0.00455174235959992
"1698"	"10"	"solar"	10	2921	0.00342348510783978	1.32913594727994	0.0045502771218074
"1699"	"4"	"certainty"	2	1552	0.00128865979381443	3.52636052461616	0.00454427902656722
"1700"	"4"	"muslims"	2	1552	0.00128865979381443	3.52636052461616	0.00454427902656722
"1701"	"4"	"saves"	2	1552	0.00128865979381443	3.52636052461616	0.00454427902656722
"1702"	"4"	"wrestling"	2	1552	0.00128865979381443	3.52636052461616	0.00454427902656722
"1703"	"57"	"living"	13	2341	0.00555318240068347	0.818310323513951	0.00454422648683527
"1704"	"20"	"centuries"	5	2357	0.00212134068731438	2.14006616349627	0.00453980942616943
"1705"	"32"	"comprehensive"	4	3108	0.00128700128700129	3.52636052461616	0.00453843053361153
"1706"	"40"	"freely"	4	2498	0.00160128102481986	2.83321334405622	0.00453677076710363
"1707"	"40"	"golden"	4	2498	0.00160128102481986	2.83321334405622	0.00453677076710363
"1708"	"54"	"show"	6	1493	0.00401875418620228	1.12846525181779	0.00453502445472655
"1709"	"25"	"civilization"	5	2361	0.00211774671749259	2.14006616349627	0.00453211809296118
"1710"	"38"	"chance"	5	2120	0.00235849056603774	1.91692261218206	0.0045210438966558
"1711"	"38"	"somebody"	5	2120	0.00235849056603774	1.91692261218206	0.0045210438966558
"1712"	"57"	"lichens"	3	2341	0.00128150363092695	3.52636052461616	0.00451904381625309
"1713"	"57"	"permafrost"	3	2341	0.00128150363092695	3.52636052461616	0.00451904381625309
"1714"	"52"	"dug"	3	2342	0.00128095644748079	3.52636052461616	0.0045171142501488
"1715"	"52"	"improbable"	3	2342	0.00128095644748079	3.52636052461616	0.0045171142501488
"1716"	"42"	"career"	3	1423	0.00210822206605762	2.14006616349627	0.00451173470870612
"1717"	"7"	"trade"	6	2691	0.00222965440356745	2.02228312783989	0.00450899248124836
"1718"	"24"	"insurance"	3	1616	0.00185643564356436	2.42774823594805	0.00450695835881445
"1719"	"24"	"storms"	3	1616	0.00185643564356436	2.42774823594805	0.00450695835881445
"1720"	"45"	"bright"	4	2018	0.00198216055500496	2.27359755612079	0.0045066353936983
"1721"	"2"	"fixed"	4	3135	0.00127591706539075	3.52636052461616	0.00449934357207804
"1722"	"2"	"minister"	4	3135	0.00127591706539075	3.52636052461616	0.00449934357207804
"1723"	"50"	"humanity"	7	2989	0.00234192037470726	1.91692261218206	0.00448928012220623
"1724"	"20"	"bus"	3	2357	0.00127280441238863	3.52636052461616	0.00448836723540453
"1725"	"34"	"cost"	6	1936	0.00309917355371901	1.44691898293633	0.00448425304629026
"1726"	"17"	"cap"	4	3149	0.0012702445220705	3.52636052461616	0.00447934013923933
"1727"	"53"	"forth"	2	904	0.00221238938053097	2.02228312783989	0.00447407771645993
"1728"	"53"	"network"	2	904	0.00221238938053097	2.02228312783989	0.00447407771645993
"1729"	"32"	"waste"	8	3108	0.00257400257400257	1.73460105538811	0.00446486758143657
"1730"	"43"	"articles"	2	1398	0.00143061516452074	3.120895416508	0.00446480030973962
"1731"	"43"	"breaks"	2	1398	0.00143061516452074	3.120895416508	0.00446480030973962
"1732"	"43"	"panel"	2	1398	0.00143061516452074	3.120895416508	0.00446480030973962
"1733"	"3"	"elect"	4	3162	0.00126502213788741	3.52636052461616	0.00446092412981172
"1734"	"39"	"crops"	5	2268	0.00220458553791887	2.02228312783989	0.00445829613721316
"1735"	"52"	"bones"	4	2342	0.00170794192997438	2.61006979274201	0.00445784763918361
"1736"	"26"	"wildlife"	5	2555	0.00195694716242661	2.27359755612079	0.00444931028595067
"1737"	"59"	"creating"	3	1229	0.00244100895036615	1.82161243237774	0.00444657225153231
"1738"	"46"	"inspiring"	3	1761	0.00170357751277683	2.61006979274201	0.00444645620569337
"1739"	"40"	"developed"	8	2498	0.00320256204963971	1.38629436111989	0.00443969371055209
