word,n
1.09ëš,96
desire,96
echo,96
evolve,96
flux,96
guilt,96
joey,96
lt,96
mzhd7rsumbgx29gtsg,96
promoted,96
style,96
u.n,96
uctjk,96
compete,95
1980s,94
3pi6kjssqipq,94
hire,94
optimum,94
pool,94
puerco,94
terribly,94
ucy,94
ugylb1e,94
energies,93
gross,93
unkn0wn,93
yield,93
0.8,92
flip,92
uc8sqqdhqhc8xsdwpgxyy36w,92
uczrmp0fiuxhnvt7nm4ygbmg,92
"800,000",91
buck,91
ecs,91
hl,91
mobile,91
ppmv,91
st,91
tides,91
4.5,90
drugs,90
ghgs,90
ugy_gf265k_zl,90
ugzvngu,90
dec,89
drug,89
jeffrey,89
lungs,89
sigh,89
wo,89
1930s,88
www.bbc.com,88
"30,000",87
bollocks,87
oz,87
png,87
strength,87
ugxpb,87
files,86
geezer,86
loops,86
presence,86
tsi,86
utf,86
"12,000",85
boom,85
ect,85
fyi,85
kwh,85
murphy,85
refutes,85
rip,85
senile,85
shoot,85
uggmunfqjcy,85
ugzswxtvcs3e5,85
2.5,84
60s,84
dirt,84
micro,84
strike,84
wiped,84
bowl,83
crude,83
eg,83
gdp,83
jerk,83
joel,83
losers,83
nuke,83
pipe,83
quo,83
referenced,83
violent,83
broehm,82
frequencies,82
kenneth,82
kick,82
oxide,82
p.s,82
ucljmwykpej9ih6uh0tk_wxq,82
vuz,82
1c,81
du,81
fucks,81
que,81
skies,81
thirty,81
uggud9v,81
ugxsgfu,81
victim,81
wg1,81
code,80
idk,80
leo,80
op,80
smh,80
strikes,80
ucpx36gjo_pth9p_t5qs4hiw,80
ucsfzk93h7t,80
ucv,80
ugx,80
vci8h1372mfmwrq,80
crew,79
ft,79
gb3oqo,79
oops,79
polls,79
pumped,79
sum,79
tune,79
ugyblgtknz,79
iii,78
mbwckqddfute35eig,78
ny,78
nyc,78
rude,78
verum,78
promotes,77
recycle,77
reflects,77
rolnik,77
snuffeldjuret,77
vic,77
1000s,76
bp,76
devil,76
gqvjzf4r3nq287xdxpycw,76
kyn,76
ouyf9jpopzlw,76
priests,76
uc9kjqbz06b,76
ucqmpmz17bocgqfe9tkydu7g,76
ugjo,76
ugw_ngwx1cgxh,76
2fqrio1p,75
creeper,75
gmo,75
km,75
stress,75
ugx7mz6,75
mobil,74
murder,74
pig,74
pope,74
schmidt,74
stfu,74
url,74
voter,74
wipe,74
1700s,73
â·â,73
jimbob,73
kicked,73
neo,73
nunn,73
sh,73
4th,72
bridge,72
buried,72
burke,72
deceptive,72
htm,72
locked,72
ms,72
ought,72
petrol,72
populum,72
ucoody7gv8f4jtlbst7qrbgw,72
hungry,71
kent,71
mkbxtr44,71
nutrients,71
procedures,71
tip,71
"20,000",70
8h,70
bimbo,70
des,70
dzgmtbnr8mg,70
epic,70
ommzf8gb7gs,70
republic,70
sue,70
truthful,70
uc_ucfy_og5n,70
unique,70
virtue,70
wolf,70
bo,69
der,69
esrl,69
foster,69
fudge,69
giddens,69
gloom,69
grey,69
jeez,69
petty,69
piers,69
se,69
sydney,69
threw,69
2f,68
cfc,68
cm,68
feb,68
fertilizer,68
frost,68
r5rpo5c39cgei9vr,68
th,68
ucfed0wwltzne9v_gkxb6uog,68
ucgwp8zzqzqwbfcdb_ju12lw,68
2â,67
bryce,67
mom,67
movies,67
pesticides,67
pile,67
pw,67
rejects,67
ucs,67
ughri0bwmhry,67
bombs,66
bottle,66
destroys,66
ell,66
ffs,66
fought,66
geek,66
odds,66
priest,66
tthsuicfbmqw,66
uc7mdymtn39j84xbdjmswgdg,66
ucvqzrb8sxc,66
ucynwxt,66
"400,000",65
boss,65
enquiry,65
fluid,65
lentã,65
lesz9nq,65
mã,65
semi,65
uc7llc8ch1bm2348iertrh8q,65
xchopp,65
bunk,64
dumped,64
er,64
filthy,64
lynch,64
mt,64
recognized,64
sci,64
subsidized,64
ucjnvszh52qn8t1j164wk8lg,64
ucu,64
ugzv,64
wils,64
"2,000",63
8s4,63
currency,63
empire,63
floyd,63
lloyd,63
mwp,63
ucxelsltecjb9yse8wuzly9g,63
20111m2w,62
choir,62
drew,62
dwight,62
fees,62
june28july,62
pp,62
rd,62
request,62
spill,62
trigger,62
ucbt27_8bmdiz6g,62
bio,61
deceive,61
del,61
excessive,61
kmg501,61
peder,61
perceived,61
puckett,61
ren,61
ughf_hvye,61
ugxrboe3rprdexzii,61
ze,61
8oeqv,60
97.1,60
cmip5,60
dummies,60
dutch,60
employ,60
grossly,60
hunger,60
imo,60
osr,60
oujw,60
rc,60
ucksg6gsvmjz7_ggt_hgtpkw,60
uco3rhtb83csbtvhfqg,60
ucst6pl83bjwbmtzuz6lg4cg,60
uczvprlxroo9bffodkqf1emq,60
victims,60
voters,60
8mq0g81w,59
99.99,59
flex,59
gg,59
glen,59
joel60551,59
mc,59
philippe,59
rex,59
styles,59
surgery,59
ugzjvgxtmgkimu,59
bosco008,58
devoid,58
pesticide,58
revelle,58
ricky,58
scum,58
suzuki,58
ucn,58
1.8,57
1900s,57
50s,57
blew,57
bot,57
cole,57
dept,57
depths,57
exceed,57
geophysics,57
mi,57
mik,57
millennium,57
pill,57
0.5,56
cough,56
employees,56
est,56
gmos,56
lester,56
loses,56
m37,56
mob,56
n2,56
ridicule,56
sthf_3fzx7fgl2g,56
ucksjjmm,56
ucw,56
8e,55
bow,55
ders,55
drier,55
err,55
filter,55
foul,55
froze,55
illness,55
lectures,55
mills,55
pierre,55
rod,55
sceptic,55
sucker,55
technique,55
uggpb3,55
ugjlcqlf4t,55
uncle,55
y2k,55
6.5,54
99.9,54
deg,54
fried,54
guru,54
nã,54
nir,54
rzg,54
tkl1g,54
ucfwhvz,54
ucg,54
ucip0ktgnqnzjioqzqrvdw1g,54
ucnflnztbczhxbgidtiikqvq,54
ucuhhqqikblu_vi3xd,54
ugi,54
8k7ej,53
8rcult92dn_9,53
8xub1jimo9t9,53
exceeded,53
frog,53
hmmmm,53
mock,53
pet,53
petrie,53
progressives,53
suvs,53
urgent,53
wilkes,53
yell,53
"6,000",52
8b,52
8bvz,52
8rphh_mzu1,52
clip,52
cope,52
dhzf9kv4jjzid_08yfgxw,52
drill,52
grumnut1,52
ipccs,52
luckily,52
mud,52
slope,52
sums,52
uctm_kjmtrzpvr_qh,52
vol,52
zep,52
1.01ëš,51
1.33ëš,51
2.0,51
boi,51
breed,51
cyclic,51
dip,51
ðÿœ,51
greeks,51
pete,51
robbie,51
robot,51
structures,51
subsequently,51
sucked,51
tepi,51
uggyuxlreixx,51
ugxub,51
4.6,50
dee,50
drove,50
fence,50
fn,50
grip,50
humble,50
luigi,50
murry,50
nguyen,50
nukes,50
ounce,50
penny,50
shock,50
sjws,50
spikes,50
ucfqkjhjbtwkhmdzs3_fpolg,50
ucihiz_,50
ucwodyrip6ic7pksfzz8f3oq,50
ucx,50
veozsmrwnyw,50
vids,50
zw08icsezwwkkw1g,50
8s29mu,49
bound,49
bp7,49
bubbles,49
hugh,49
iv,49
jury,49
lã,49
levi,49
pigs,49
ploy,49
remote,49
rooster,49
shirt,49
ugwmr04rf7v_,49
ugxhsk,49
ugycpe60zy8ntexl,49
ved,49
0.93ëš,48
1.06ëš,48
1.12ëš,48
1.28ëš,48
100s,48
8uimnm,48
bucket,48
cr,48
di5lltrlllq0ic2q,48
efficiently,48
ensembles,48
evidently,48
griggs,48
gsm,48
homo,48
ilk,48
jerbi,48
jumbo,48
jx,48
keen,48
los,48
mf50g,48
mode,48
n_gpth,48
nutrient,48
plug,48
rui,48
shocked,48
shove,48
struggle,48
sued,48
ucdejbh,48
uckqtmxe,48
uckt,48
ugly,48
ugx4kv25bmkg0u,48
ugzfm,48
wm,48
0.4,47
3c,47
81xwy,47
bros,47
c_r_o_m__________,47
chuck,47
cunt,47
ðÿš,47
eugenics,47
jessie,47
le,47
les,47
mick,47
modest,47
pics,47
poop,47
prnmq4ouwww,47
rn,47
skip,47
spills,47
tight,47
ugwn,47
ugygyeyvsezu,47
wil,47
chunk,46
folk,46
gut,46
hippies,46
k6d7cgvlbw,46
lickley,46
lily,46
mk,46
oxides,46
strictly,46
sufficiently,46
tiger,46
uc3bvkl1rizpbultgt1cgm1g,46
ucjj4ll5b4gsrpygstgm6fcg,46
ucmhv1pocznuv_rigp0_fx_w,46
ucvdwhrhfdfnxnecimil,46
umm,46
yer,46
zdcyclops1,46
zombie,46
0.2,45
"11,000",45
2000s,45
birch,45
bulk,45
ch,45
csiro,45
dcâ,45
detected,45
ef,45
firmly,45
fq,45
i.r,45
jew,45
lopez,45
null,45
php,45
proceed,45
ref,45
sã,45
scope,45
smooth,45
smug,45
suv,45
ugzxoshv6ozw,45
vessel,45
wilbur,45
0.2c,44
"31,000",44
crook,44
drkrpyb9ckxjczsbrfg,44
erick,44
euro,44
eve,44
hop,44
hung,44
jokes,44
msnbc,44
pc,44
sgf3rtxs93o,44
stump,44
subsidy,44
texxtrek,44
tulzmw,44
txg,44
uc4j,44
uc8t5,44
uc9v,44
ucht__n7p,44
ucoj,44
ucrqm5lkkij,44
ucvdi84n066gyrmmmkb0mtcg,44
ucvfizpbfwqgwi_,44
uujm9khtynpcsz3w2pg,44
zombies,44
"5,000",43
8s2gpm2cf_,43
8sf4zj80,43
bug,43
curb,43
detect,43
dug,43
eddy,43
egypt,43
entropy,43
epidemic,43
ess,43
hooper,43
jun,43
lib,43
md,43
mie,43
mug,43
nigel,43
pls,43
trent,43
tucker,43
urge,43
0.5c,42
0.7,42
10x,42
17th,42
âœ,42
b.c,42
ceo,42
cos,42
covell,42
elder,42
elect,42
expsx9,42
hyperbolic,42
jensen,42
lundegã,42
mok,42
œi,42
ow_rip7sjkxgzo_igq,42
perspectives,42
reid,42
respective,42
ucexn,42
uckmblrbgp_n83hl86olr6vg,42
ucmzwu8zz0vb7ywivkdkzjew,42
ucnmc,42
ucp34p3w4e7sqskt,42
ucuikwli0pepe0xtc1uy4nyq,42
wilks,42
ˆðÿ,41
10.1175,41
"200,000",41
280ppm,41
5c,41
8s,41
buoys,41
devoted,41
digest,41
filters,41
hybrid,41
kruger,41
luxury,41
m0sy2tjmr_y,41
oe,41
pedro,41
pm,41
pt,41
rizzy,41
rough,41
skull,41
tuned,41
ugz0_yl,41
ww2,41
ˆâ,40
0.6,40
10â,40
"2,500",40
2c,40
bä,40
bi,40
cru,40
curse,40
dã,40
dj,40
duty,40
foley,40
hood,40
kurz,40
libs,40
mph,40
polo,40
rev,40
sebs,40
sic,40
uc7nrfghu6csgpspxynstytw,40
uc9f5d6sdgyzqg3ixvd5gptg,40
ucb,40
ucmvmjpef68dpmwzpsthgqzg,40
ucrbhki5n7p6vmsb0h01thqq,40
uct2m5c,40
woke,40
10.1002,39
"50,000",39
cuffie,39
enemies,39
eskelund,39
ge,39
gen,39
gene,39
guests,39
h20,39
jungle,39
kennedy,39
m8,39
mueller,39
neglected,39
o3,39
pie,39
revolves,39
rogers,39
syr,39
tbh,39
thou,39
uci,39
ugxrvlzty2q0,39
vg,39
vzm,39
0.3c,38
3â,38
7.5,38
8.1,38
82osq132bbv7,38
bu,38
bucks,38
coâ,38
com,38
deceived,38
drum,38
epoch,38
eq,38
ethics,38
fog,38
fxphysics,38
immune,38
iqtgq,38
kettle,38
krueger,38
lolol,38
m2,38
peters,38
polluter,38
silenced,38
uc4vzx8jsyc4p6s8cysnci3q,38
ucd,38
ucjc6yyogjcj4zr,38
ucm3utbdzsyyrhdfvjnfxnlw,38
ucoy23mrib5slkeo8s,38
ucwhkhxuoejtqb14stdmhbiq,38
v6,38
velo,38
"13,950",37
"3,000",37
5â,37
827hch5hudx7,37
8th,37
boo,37
bury,37
chip,37
cj,37
copper,37
derbjd,37
duke,37
eli,37
elliott,37
eocene,37
exceeds,37
exploded,37
hostile,37
jess,37
kerry,37
kg,37
muh,37
nerve,37
nico,37
pee,37
pools,37
reeves,37
res,37
rm,37
ruth,37
secure,37
steffen,37
sullyz,37
thrived,37
tricks,37
ugzw,37
xkcd.com,37
300ppm,36
"40,000",36
6e7ce3gp2y2sjb0b2fq,36
8n,36
8ouz,36
8umuh3,36
boot,36
bottles,36
colm,36
cruz,36
cubic,36
cultures,36
ðµð,36
employee,36
er17yn9q70uduy_g,36
ghost,36
nereknu,36
obscure,36
oslo,36
ow,36
prick,36
q94og,36
qyvsdxccw,36
refugee,36
rooks,36
stem,36
sw,36
thumb,36
tyv4n8se5pzbsfbw,36
uce,36
uckqt3vjixyl3cvrecpbhcmq,36
ucmhkhgq_fhxd2otq5w8nueg,36
ucmp,36
uco,36
ucp,36
ucqq,36
ucsqg1komrpc2nv0qq_tvezw,36
ucsrrrzmxqrqkjjijwoqdtrg,36
uctyv2uu18owwfcfbgbppubq,36
ughw,36
ugxse51,36
uni,36
vã,36
w56ywvw8_okxx,36
woo,36
wunsch,36
zellers,36
0.9,35
10.1029,35
18th,35
6th,35
827oeli1gcm7,35
bicycle,35
bugs,35
burger,35
choke,35
circumference,35
coke,35
crooks,35
d.c,35
devils,35
drvn8,35
elliot,35
exclude,35
huggers,35
hunster,35
jo,35
knee,35
kow,35
obsessed,35
ol,35
pg,35
pursue,35
respectively,35
ridley,35
scene,35
sq,35
stroke,35
suckers,35
ucdxyexfshvoe9uzdjhcrh,35
uggz8k5u,35
wuwt,35
wwii,35
__,34
1.2,34
10.1007,34
8fddt,34
8mum,34
âˆ,34
boost,34
burst,34
crooked,34
fry,34
genetics,34
gh,34
ho,34
hyper,34
hyperbole,34
mumbo,34
nessie,34
nils,34
og,34
perceive,34
pkosg,34
plz,34
queen,34
quest,34
quire,34
rgg,34
schultz,34
seipp,34
slide,34
sr,34
sst,34
strict,34
subsidize,34
tj,34
uc1k8eixe2c_chibpmbj6nsw,34
uc3,34
uc8fpr89wlll5nkg2mglc5dw,34
ucc,34
ucu1xrntultljipyph,34
ucwcs2u6vjr4xvepj5,34
ummm,34
1.0,33
"8,000",33
827c6hoixtm7,33
82qygbibbmv7,33
c8f,33
cox,33
defence,33
es,33
essence,33
evidences,33
folly,33
gerry,33
gps,33
hymns,33
il,33
jett,33
kysz1,33
oct,33
oken111,33
pen,33
pii,33
pl82yk73n8eox,33
poo,33
rep,33
respectful,33
slides,33
subtle,33
uck,33
ughx,33
ugwbbzqvksb6,33
ugx4d8vi,33
ugxojbstzuek5b93n,33
ugxzjtkrxqwnnyyxf,33
ugyftksvg,33
ugyt0wgb,33
uq,33
ye,33
0.03,32
0trqug5pgxehbpyugw,32
13th,32
1940s,32
1qpk9gmm6cepq,32
5g,32
clicked,32
d_f9miqghmvdg,32
d70br,32
den,32
fcxig,32
fee,32
filth,32
fucker,32
hobo,32
i4kfkocb8hxw8frkqq,32
jywfw,32
kochs,32
mâ,32
moot,32
nsidc,32
nw7ng6tpolfybxdmq,32
ot,32
petro,32
pielke,32
pu,32
pv,32
r3xq4emlnq,32
schneider,32
scripps.ucsd.edu,32
succeed,32
sulphur,32
tgw,32
ti,32
tic,32
uc_j9tjxb8eip1sqtn1zenxg,32
uc52svdbzv58g3iyt3z4g7dq,32
uc5cji13o6,32
uc6wy,32
uceuzd,32
ucexghjkrbkmpqx5s_,32
ucl7dc57rbns90wvz1,32
ucm,32
ucnw8f,32
ucoebfl5580lh3e9yqqm2gxg,32
ucqq4xwuvxpvgnndrbfkcstw,32
uct,32
ucvrw,32
ucw2,32
wj,32
xwg_uzlmuug,32
xyz,32
0xq6uzizxq,31
4â,31
6fs,31
8xtctjrqo,31
commies,31
dâ,31
decker,31
defensive,31
e.w.e,31
espen,31
fertile,31
greek,31
greets,31
ike,31
ivey,31
leroy,31
lynn,31
moses,31
muller,31
opec,31
pumps,31
pun,31
rescue,31
rigged,31
thier,31
ugg37ug,31
ughlr,31
ugxdbi6cev3obk,31
urgency,31
wolodko,31
www,31
zel,31
"165,000",30
1960â,30
b2udhqw,30
cker,30
cody,30
cosmos,30
creek,30
crickets,30
cults,30
ddt,30
defer,30
deflect,30
divert,30
ehw,30
ev,30
explode,30
flesh,30
fuzzy,30
hippie,30
hom,30
jã,30
kkk,30
lunch,30
lw,30
mckool,30
ne,30
os,30
pierce,30
pollutes,30
rent,30
revolved,30
rum,30
sequence,30
shield,30
uc_p7jbfx5imivbs9y3bopog,30
uc6btftbmr1vkidujsehvnlw,30
uce_qfpi4wlwcqvfdih6c0zg,30
ucjklutkddfnhqmnqipw42fq,30
ucoxn,30
ucrerv,30
ucrzi1xgdyt5e99y69ggr3zq,30
ucumpyp1ytm2mlhfq3h_,30
ucurckcjxfo3yjuxevtyepxg,30
ucvvfgzw2q5xsdyxm99sz22g,30
ucvyji5ujnjws3dn_i93zc3q,30
ucxppndc,30
www.drroyspencer.com,30
0.05,29
1.4c,29
"31,487",29
3x,29
8uhlqujzy,29
ªðÿ,29
bbb,29
bhp,29
bots,29
bulb,29
c13,29
clerk,29
co2s,29
cue,29
dem,29
dumbfuck,29
evidenced,29
file,29
firms,29
fixler,29
fossile,29
fu,29
homicide,29
lftr,29
mill,29
poke,29
prop,29
pvc,29
reservoirs,29
retro,29
robots,29
scot,29
spun,29
succeeded,29
surges,29
sync,29
thieves,29
thx,29
tmb247,29
tn,29
trough,29
tyt,29
ugx7vqjop,29
ugykfsjyjn7bj,29
ugysdr,29
unemployed,29
wmo,29
yogi,29
1.3,28
1.4,28
10.1111,28
10k,28
10s,28
10th,28
250txc,28
3.5,28
33c,28
6lg,28
75prho6zh4vq8u7sbg,28
82rspumt,28
8sgmx,28
boosted,28
burt,28
di,28
digress,28
dq,28
fiennes,28
fuckers,28
gp,28
hike,28
hoc,28
hoo,28
hurley,28
jefjr5x1q,28
jw,28
jz23hjdde3btdx7q,28
milo,28
mo,28
nxvlgwbm_pw,28
oddly,28
popper,28
prey,28
pulp,28
secretly,28
skim,28
stede,28
stevie,28
stu,28
trump's,28
uc0r6k1tez,28
uc1,28
uc4,28
uc5,28
uc5u4zhmxwwd,28
uc7p83opgkzbjlvroglzzv9q,28
ucey,28
ucikjcooymubkcimqlo6ckkq,28
ucjmlrvc7qxyk7,28
uckk7z9pw8nhrq,28
ucrnw777rrp3bz6zkmbh0tbq,28
ucs6h,28
ucsjt,28
ucu2989gpi5lukqykkpe7wpw,28
ucwo,28
ucwwngbhqpmkkyo5fjd6yhqg,28
ucx8,28
ucxj1zud,28
ughq,28
ugwti5se2kw9l_t,28
ugx5,28
uns,28
versed,28
x2w,28
xyzct,28
y6fzb0v0jgt0tu2_wcw,28
"11,944",27
70â,27
8x,27
brick,27
bridges,27
bruh,27
bully,27
cdc,27
copied,27
cptschmidt,27
cried,27
culpepper,27
cunts,27
deer,27
dumps,27
dung,27
e2,27
equipped,27
films,27
fo,27
frogs,27
gã,27
gcms,27
guts,27
hm,27
hosni,27
io,27
kym,27
lo,27
lobbies,27
loco,27
moy,27
nerd,27
nz,27
po,27
pres,27
qu35t10n3v3ryth1n9,27
rct,27
ro,27
si,27
skeet,27
ski,27
stir,27
strive,27
treg,27
ughnsv1ol,27
ugxxzd,27
ugzuzqnb7gtkuz,27
veizer,27
vet,27
void,27
27q,26
6d5zuttju1fq,26
8f8ovv8pgmj9,26
8ffy7pe,26
8s34rw1,26
blooms,26
cgi,26
coyle,26
diverse,26
dried,26
dudes,26
electro,26
expenses,26
f4jzwzfw,26
fbneypycgigroie8vq,26
felix,26
genes,26
germ,26
grief,26
gws,26
humlum,26
judged,26
ludwig,26
mg,26
oq,26
oven,26
pe7gg,26
perry,26
plu,26
pmc,26
pol,26
refuge,26
rutger5000,26
ryder,26
sddevz2uuroghfbc2yoew,26
sekiryuken,26
selves,26
skknxovu630q,26
slim,26
spews,26
suypow,26
tex,26
tw,26
tx,26
uc2u8rvdtnldth38zhk93wtw,26
uc52js2kmv,26
uc7cx9vg,26
uc9hl92o33fsp9y9dmpujzpw,26
ucb_mtx0xkxd0qvlrfxvumlg,26
ucbdqhzwvh9xxfjxmugy_kog,26
ucbny5ob1kgrdtb50hn_wkgw,26
ucbqf,26
ucc116,26
ucdd,26
ucf3ihf9srdqhoez7vepk8qw,26
ucf6ytl7q32jd9xy6t0rplfq,26
ucffho02n4exknyk3,26
ucgjhwswwpc2xghthu9oihkw,26
ucjot7fj0ykjkcpkp,26
uckt_ft5jnq6dqoqvtn8gz8q,26
ucojwihb_zxqlsu7hlg8xriw,26
ucpw33_p3wb,26
ucspmirw,26
