id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgxVtjITxs7tb2lOIWJ4AaABAg	0	1	2019-07-06 03:00:19	A. Y. Kay	People have had wrong before. ‘Scientists’ believe that the earth was the center of the solar system. “It was not until the 16th century that a mathematical model of a heliocentric system was presented, by the Renaissance mathematician, astronomer, and Catholic cleric Nicolaus Copernicus, leading to the Copernican Revolution. In the following century, Johannes Kepler introduced elliptical orbits, and Galileo Galilei presented supporting observations made using a telescope”. Climate scientist, Dr. Judith Curry had been wrong (she is listed under the 97% climate alarmists). And she is right this time;<br /><a href="https://youtu.be/1UzrmaBqP3k">https://youtu.be/1UzrmaBqP3k</a>	UCuuEQ7BqqQkU_3jOtqWhk3w	http://www.youtube.com/channel/UCuuEQ7BqqQkU_3jOtqWhk3w	0		
UgxLLqDFIDsV-aTd5Jl4AaABAg	0	1	2019-07-01 23:43:31	jim coulter	The majority rules in the USA, doncha know, and it&#39;s not interested in the truth about anything. After all, stupidity is what democracy is predicated upon. How else could an FDR or Barack Obama have been elected? <br />So long as the USA is ruled by the mob [majority] then it&#39;s gonna continue plunging headlong into the darkness, aka socialism. It&#39;s what they want and the majority wins.	UCd3Gs5d-7kBaqVt189R_QVA	http://www.youtube.com/channel/UCd3Gs5d-7kBaqVt189R_QVA	0		
UgwvRXHUaM4hdMWKl914AaABAg	0	0	2019-06-30 15:21:09	WaitedLongEnough	It&#39;s as simple as cause and effect. Vehicles release CO2 which cause warming of the environment. Now, I hope people are already aware of the amount of CO2 we release across the world except those who are recruited by elites to put it as a hoax with some random statements.	UCyiOjEI3u8ckj4pSYC4QyEg	http://www.youtube.com/channel/UCyiOjEI3u8ckj4pSYC4QyEg	0		
Ugwm18N5GG7kzfk8lBx4AaABAg	0	1	2019-06-30 14:37:17	WaitedLongEnough	Consensus from more than 200 scientific communities :<br /><a href="https://climate.nasa.gov/scientific-consensus/">https://climate.nasa.gov/scientific-consensus/</a><br /><br />Oil companies are trying their best to shift the public opinion to their side. I could see empty Facebook profiles commenting only on climate change posts on how it is a hoax in many pages sharing posts on climate change.<br /><br />Dont succumb to it. Global warming impacting climate was first found by scientists working for an oil company Exxon but they knowingly decided to not publish it for their benefit. Over the years, they were successful in changing people&#39;s opinion from surety of global warming to doubt on its existence.<br /><br />When it will hit hard, the elites who are driving this campaign will be immune from its effects using their money but the bulk of the middle class and lower class will bear it&#39;s brunt.<br /><br />Remember, our legacy lies in the survival of our race. Everyone is crazy about heroes in movies but we shy away from becoming one. Cheers!!!	UCyiOjEI3u8ckj4pSYC4QyEg	http://www.youtube.com/channel/UCyiOjEI3u8ckj4pSYC4QyEg	0		
UgwLyVccYYVGs8DZMf54AaABAg	0	1	2019-06-26 09:24:12	blah blah	Up date. Grand Solar Minimum confirmed for 2020-2055 by Zharkova	UCq2DfMoAKr8MWpuus9OvMzQ	http://www.youtube.com/channel/UCq2DfMoAKr8MWpuus9OvMzQ	0		
Ugy6CXi1FTu8if40U854AaABAg	0	1	2019-06-19 07:00:13	Sven Weihusen	Cunningham was really the worst. No facts just insults. For example how should someone predict the effects of a unprecedented effect, humans massively burning fossil fuel, without models? He is calling for informations while giving no explanation for rising temperatures himself. Climate did always change is as good as an explanation for climate change as Thor&#39;s hammer for lighting. There need to be physical reasons for rising temperatures so sceptics should come up with their models so the &quot;alarmists&quot; can match them with historical data like the sceptics do now.	UCpNgoIqlx95SPQB2lPjmYvQ	http://www.youtube.com/channel/UCpNgoIqlx95SPQB2lPjmYvQ	0		
UgyoW_ZBr2fxXXbWp7N4AaABAg	0	1	2019-06-19 06:41:26	Sven Weihusen	I want to mention that Hal Doiron is not questioning the Greenhouse effect like 1000frooly does. <br />Second. There are effects that pick up speed with temperature like the Methane from permafrost. Water vapour is also a function of temperature because warmer air can keep more water vapour. <br />There are additional effects like less ice coverage resulting in a lower albedo or melting water reducing the albedo on ice.<br />He is also oversimplifying the effects of CO2 by claiming that the world is in a constant equilibrium concerning the increased energy input due to the GHE effect. Earth an especially water can store huge amounts of energy. It&#39;s comparable to turning up the radiator in a really cold room with stone walls. Even though your energy input is now much higher it takes hours until the room reaches an equilibrium.	UCpNgoIqlx95SPQB2lPjmYvQ	http://www.youtube.com/channel/UCpNgoIqlx95SPQB2lPjmYvQ	0		
Ugx7EDn5mLQoe9p8Sad4AaABAg	0	1	2019-06-15 20:25:48	Alon Kaplan	The religious freaks believe we are living in apocalypse time. The tin hat crowd believe that the government ally themselves from outer-space aliens. The climate changers believe that we are suckers to their con job.	UCpuJFgvUo8V5ePuavvdOo6Q	http://www.youtube.com/channel/UCpuJFgvUo8V5ePuavvdOo6Q	0		
UgwmZR6LuGoSfNG4QgR4AaABAg	1	0	2019-06-06 16:15:03	Flambo One	Sea level rise is primarily due to fresh water being flushed to the sea after we use it fir frivolous purposes.	UCAiHByzKJl2DRUy4-XWJ8jw	http://www.youtube.com/channel/UCAiHByzKJl2DRUy4-XWJ8jw	0		
UgwmZR6LuGoSfNG4QgR4AaABAg.8vqUQ7fsnP68vqUhFuFOcs		0	2019-06-06 16:17:31	Flambo One	It is however hard to measure the rise as the plates are also moving. The South American coast is great example since its northern coast is formed by the sea over the past few Millenia yet it is meters above the sea-level.	UCAiHByzKJl2DRUy4-XWJ8jw	http://www.youtube.com/channel/UCAiHByzKJl2DRUy4-XWJ8jw	1	UgwmZR6LuGoSfNG4QgR4AaABAg	Flambo One
UgzDx3ad3k3DoGBTUtN4AaABAg	0	1	2019-05-27 09:14:20	RageAgainstRustyCage	&quot;GLOBAL WARMING IS A HOAX&quot;<br /><br /><br />..... However. <br /><br />Stratospheric Aerosol Injections are REAL<br /><br /><br />A.K.A.. . . . .<br /><br /><br />GEOENGINEERING.<br />WEATHER MODIFICATION<br />CHEMTRAILS	UCIvL7j85Wn0nDod_YfHzohg	http://www.youtube.com/channel/UCIvL7j85Wn0nDod_YfHzohg	0		
UgwkhvJ_4LJ-tp0Q2xF4AaABAg	0	0	2019-05-15 18:53:08	Jacob Ricchio	misleading title	UC_CJLVy_mgLkJt9cAbdcT5A	http://www.youtube.com/channel/UC_CJLVy_mgLkJt9cAbdcT5A	0		
UgxwXNZ9AMpJLJ5ygc94AaABAg	0	0	2019-05-10 14:21:40	donnyboy	Anyone who buys or sells &quot; Made In China &quot; is in direct support for the peoples communist party of China. China set Kim Jung Un with nuclear weapons material and technology aimed at the US. China is also the highest polluting country in the world, along side India. Say No To Communism.! Say No To &quot; Made In China &quot;	UCoIVxiVphjkyYy1uW2oLv_A	http://www.youtube.com/channel/UCoIVxiVphjkyYy1uW2oLv_A	0		
UgxLHd7CA3QYRrvnbv54AaABAg	0	0	2019-05-09 19:28:40	Jeremy Saunders	More NASA bullshit all for money,	UC6HIa9vxwJPMKx_j10s7PaA	http://www.youtube.com/channel/UC6HIa9vxwJPMKx_j10s7PaA	0		
UgwQavUKSIK7YvOZyQ94AaABAg	1	0	2019-05-09 17:59:08	Marikroyals	I live in harbor side city on the east coast called Halifax, and the only time we have the sea levels rise is when the weather is bad. So this whole the sea is rising seems to be a New York problem. In other parts of the province sea level rise is due to build in flood zones or the results of erosion giving the illusion of sea level rise.	UCzR1-gv4Kp8wxUGii9XLJ9Q	http://www.youtube.com/channel/UCzR1-gv4Kp8wxUGii9XLJ9Q	0		
UgwQavUKSIK7YvOZyQ94AaABAg.8ui_3w9R_an8ux8EyxdgsI		0	2019-05-15 09:44:34	Leander	haha gg good conclusion. Researches alllll over the world have checked and all the researches show that the sea level is rising....	UCqP7tl04q29N-xmHFpn8QZQ	http://www.youtube.com/channel/UCqP7tl04q29N-xmHFpn8QZQ	1	UgwQavUKSIK7YvOZyQ94AaABAg	Marikroyals
UgwIRnWOKFxjRLmeYQt4AaABAg	0	0	2019-05-09 17:52:14	Marikroyals	If they focused on the pollution and encouraged innovation working with other countries to do so (like China &amp; India, the big polluters), instead of just banning things and increasing taxes in the west and the warming of the Earth, people would probably have a better time with the topic.	UCzR1-gv4Kp8wxUGii9XLJ9Q	http://www.youtube.com/channel/UCzR1-gv4Kp8wxUGii9XLJ9Q	0		
UgxStww4ur2_13jLsPR4AaABAg	0	1	2019-05-09 15:13:24	willow fox	Unfortunately, those of us who know the truth are drowned out by global change morons. Its all about money, so its a scam. Millions of $ are being wasted but nothing we can do to stop the ignorant mobs.	UCKTuRRmjSCXjqCrtUlwWdmA	http://www.youtube.com/channel/UCKTuRRmjSCXjqCrtUlwWdmA	0		
UgyHeLPLbeYc26xvM6V4AaABAg	0	0	2019-05-09 15:07:47	willow fox	Most coastal cities are sinking, therefore the sea level rises. Pumping water out from under the cities causes sinking, Bangkok is a prime example.	UCKTuRRmjSCXjqCrtUlwWdmA	http://www.youtube.com/channel/UCKTuRRmjSCXjqCrtUlwWdmA	0		
UgwggAvRV3QnSMWchxt4AaABAg	0	0	2019-05-09 00:09:15	Michael Beerbados	MAYBE ? we are surely being misled...Climate panic is a load of shit	UCCTGlIOyjUxPpc6jbL6Wv1g	http://www.youtube.com/channel/UCCTGlIOyjUxPpc6jbL6Wv1g	0		
UgwzJp__qAbrhsHjndV4AaABAg	0	0	2019-05-07 22:29:11	RedwoodTheElf	The AGW alarmists assume there is an infinite amount of ice at the south pole and Greenland, and that once it melts it will never come back. Arctic circle ice is floating ice (which has no effect on sea level when it melts, since ice is less dense than water and floats, displacing the same amount of water frozen as it does when melted.) The world&#39;s oceans have a rough surface area of about 360 million KM, while the volume of ice in Antarctica and Greenland combined is about 29 million cubic KM which, if it all melted today, would produce about 26 million cubic KM of water. So about 70 meters deep. But it&#39;s not GOING to melt in one day. It&#39;s not going to melt in one century. It&#39;s probably not even going to all melt in one MILLENIUM, even if the lunatics were right and the temperature is going to just keep going up. Do you really think cities never move in a thousand years?	UCq3iBZCmk7N4ry2z8V0pjIA	http://www.youtube.com/channel/UCq3iBZCmk7N4ry2z8V0pjIA	0		
UgwkE1c9Z56yVIWDQTl4AaABAg	0	3	2019-05-07 09:24:57	bipola telly	Climate science = pseudoscience.	UCXx0HUP4hXjTYsEwtCrp4hg	http://www.youtube.com/channel/UCXx0HUP4hXjTYsEwtCrp4hg	0		
UgwZlk6UzLlKWBymMnt4AaABAg	0	2	2019-05-07 09:07:25	bipola telly	This is good but....<br />Plenty of NASA and NOAA &quot;scientists&quot; still telling lies about &quot;climate&quot; warming.	UCXx0HUP4hXjTYsEwtCrp4hg	http://www.youtube.com/channel/UCXx0HUP4hXjTYsEwtCrp4hg	0		
Ugyfn4DbA1Iex4-yhDZ4AaABAg	0	0	2019-05-06 18:28:12	Gunnar Hovmark	<a href="https://www.youtube.com/watch?v=EhW-B2udhQw&amp;t=27m00s">27:00</a> Discussing what CO2 levels are dangerous for humans to breathe. What the <b>**</b> has that got to do with anything?<br /><a href="https://www.youtube.com/watch?v=EhW-B2udhQw&amp;t=38m01s">38:01</a> The time scale this guy is using is ludicrous. The effects we will experience from global warming is something that&#39;s happening NOW, on a time scale of a few hundred years. It will affect our cities, our coasts and our farmland. Discussing what&#39;s happened in millions of years is totally irrelevant.	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	0		
UgwNpqGhIDHskQBAB454AaABAg	16	0	2019-05-06 18:07:30	Gunnar Hovmark	Hand picked by the Heartland Institute no doubt. I.e. be VERY sceptical when you listen to this!	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	0		
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8unw2owk6Ui		0	2019-05-11 19:56:09	Gunnar Hovmark	@Rory Forbes OK, let's look at one of the "brilliant" Mr Moore's memorable moments here: https://youtu.be/UFHX526NPbE 5:02: The petition project. To even mention that is just a waste of everybody's time. The "scientists and professionals" are people that claim that they have a B.Sc. degree or higher. Nobody checked that, and to sign the petition they didn't have to show that they really KNOW anyting about climate research. Also 31 000 signatures is not impressive if you consider that there are around a million Americans with a B.Sc. or higher who did NOT sign the petition. 5:14: Sorry, whether we like it or not we need statistics in science, so there's nothing wrong with talking about likelihoods. 6:22: What the CO2 levels have been in the past is not very relevant. The problem we're discussing now is what will happen because of the rapid INCREASE in CO2 levels. Note that the time scale is logarithmic, which makes the changes look faster the farther back in time they are. Also, while he's talking about that graph: Nobody has said that CO2 is the ONLY factor that affects global temperature. When Moore implies that climate researchers do that he's dishonest to say the least. Moore really likes that graph. If you want to know more about it you can look here, eight minutes into this clip: https://www.youtube.com/watch?v=9XIpTqbLR5Y . Note that I'm not saying that our old friend Potholer54 is entirely correct here, but he makes it very clear that Moore is abusing the data. 8:10: So what if it was warmer 50 million years ago? The world was very different then. There was an entirely different set of species and their habitats looked a lot different. Even the continents themselves were different. If our current world was suddenly moved into that climate we'd have a very hard time adapting to it. 9:10: Moore has picked one graph that fits his purpose particularly well, but there are plenty of similar graphs. CO2 emissions by humans started in the 19th century, so it's not impossible that the warming that can be seen from the early 1900s was caused by humans. Some ups and downs are caused by meteorological events, volcanic activity and solar activity, but the general trend that can be seen for the last hundred years agrees very well with what we know about greenhouse gases. 9:39: Note that the graph was supplied by Christopher Monckton. Not the most highly regarded name among climate scientists. Watch this to get a second opinion: https://youtu.be/LM7O-GNEcjM 9:44: Just in passing mentioning "Climategate". "Climategate" was to a great extent about that the scientists had tried to hide uncertainties in their proxy data that they couldn't fully explain. Dishonest of course. An interesting thing though is that other scientists now have got very similar results with other proxy data, so the "Climategaters" would have done a lot better if they had shown their uncertainties and presented the explanations they had, that probably were pretty good. 10:08: A local trend over nine years. Not very impressive. 10:24: This one is in fact a bit intriguing. It's local, but what are the chances that the longest record in the world doesn't show any really significant warming trend towards the end? Anyway, you can always try reading a bit more about it here: https://wattsupwiththat.com/2018/03/04/the-rise-and-fall-of-central-england-temperatures-help-needed-to-find-missing-data/ 11:30: Sorry, playing the Al Gore card will not help. Everybody knows he was wrong about many things. 11:44: WTF, he's talking about ice ages. The mechanisms that cause them are fairly well known, and he even explains them. Climate scientists also know pretty well that CO2 followed temperature then, and why. That's not what's happening now though. He's wasting our time again. 14:11: Increase in global biomass, yes, that's an effect we see now. There are uncertainties about what effects a further temperature increase and local changes in precipitation will have. Also, it's important to remember that CO2 fertilization is not the only factor. Better methods in agriculture and very ambitious tree planting programmes also help. 15:06: Qoutes the famous meteorologist Joni Mitchell. :D Fact is that the effects of water vapor and clouds are studied carefully. OK, it's maybe not fully understood, but rest assured that climate scientists know that they have to be taken into account. 15:28: WTF, CO2 is a toxic pollutant in submarines and other enclosed spaces, not in the concentrations that can be found in the atmosphere. He's building a straw man here, typical climate sceptic tactic. 16:49: "Ocean acidification is impossible". Depends on what you mean by acidification. The oceans are becoming less basic, and that is expected to cause problems. 17:30: Note that he says "a very short time GEOLOGICALLY". That's not a short time. The CO2 starvation is an interesting idea, but we're talking about a very long time with many uncertainties there. It's noble of him to think about life on earth tens or hundreds of thousand years from now, but it would be more relevant to think about the next few generations of humans, and the species that are threatened by extinction right now. Besides, living organisms will never be able to remove all carbon from the atmosphere because volcanic and tectonic activity will always supply some CO2. 17:57: Here he goes completely nuts. Is he reading from a pamphlet written by an oil company? 18:30: Sure, we use a lot of energy and we need to get it from somewhere. To find the best solutions we have to acknowledge that new solutions are needed. 19:15: Is he sponsored by the oil sands industry in Canada? 19:50: He SAYS he's not. 20:24: "A screeching halt". Very few people want that to happen. Again, what we need to do is to acknowledge that we have a problem, and do something sensible about it.	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8uhByk-WFDX		0	2019-05-09 05:09:19	Rory Forbes	@Gunnar Hovmark ... That demands the question; what do you find ridiculous? I'm almost completely sure we wouldn't agree on that. Hell, it really isn't brain surgery ... or even rocket science. It's orders of magnitude more complex than those subjects. There are probably fewer than two handfuls of people on the planet who understand the subject enough to speak intelligently about it. That's why there are so may people who sound like idiots ... and most of those are AGW true believers. The entire basis of the AGW argument from the alarmist point of view is the notion of unprecedented change ... caused primarily by human emissions of GHGs. This includes the big three scary effects ... unprecedented temperature rise, unprecedented sea level rise (ice melt) and ocean acidification, all caused by anthropogenic CO2 rise. Sorry, there is absolutely no evidence to support that at all ... nothing, and loads of evidence that it's simply natural variation. As for the "average skeptical science franchise" being filled with "bad science" ... well, that's simply not true. Skeptical science is the ONLY science. Warmists haven't been doing any real science since Richard Lindzen and Judith Curry left the IPCC (a completely political organization). Anyone who still believes the silliness we're being fed, under the heading of climate science, is a credulous fool. It is entirely founded on limited, corrupted data, bogus information on GHGs and bad models. Lindzen explained why in his talk. You apparently missed it. You alarmists always do, because you believe the hype and blizzard of BS you're told.	UCSt6Pl83bjWbmtZuz6Lg4Cg	http://www.youtube.com/channel/UCSt6Pl83bjWbmtZuz6Lg4Cg	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8uh7YSnYZjS		0	2019-05-09 04:30:39	Gunnar Hovmark	@Rory Forbes And for the record I don't want the man made made global warming scenario to be true any more than you do. What ticks me off is that the usual climate sceptic franchise is so full of bad science. Take your "brilliant" Patrick Moore for example. His early speeches on global warming are ridiculous. I'm sure he's a clever guy, and in a recent interview I saw he had removed the silly stuff. The effect was that he hardly talked about any aspects of global warming at all.	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8uh4Mexo3Ku		0	2019-05-09 04:02:49	Gunnar Hovmark	@Rory Forbes You call me a troll, I've called you a nut case, so I guess we're even. About Dowlatabadi's claim at 29:00, it's not as surprising as it first seemed to me. He's just making a point about the unreliability of proxy data. Still would be interesting to see if you have info to verify that particular claim, since I haven't seen any myself.	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8ugOm7ig_N9		0	2019-05-08 21:41:57	Rory Forbes	@Gunnar Hovmark ... I get it ... you're a politically motivated troll. Sorry I mistook you for someone with a brain. My 1st response to you was just about right, your original statement was about as irrational as you can get. Why on earth would any group NOT carefully select their speakers? (you dismissively said "hand picked"). Yes, I have found numerous sources verifying what was said. However, looking for them "could take a little time, not sure I want to go into it right now. You can find a little in the other post's [sic] I made though."	UCSt6Pl83bjWbmtZuz6Lg4Cg	http://www.youtube.com/channel/UCSt6Pl83bjWbmtZuz6Lg4Cg	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8ugFiD_jiD_		0	2019-05-08 20:22:47	Gunnar Hovmark	@Rory Forbes You mean you've actually found a source that verifies what he says there? Would be interesting to see.	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8ugDRYmUWrr		0	2019-05-08 20:02:53	Rory Forbes	@Gunnar Hovmark ... Dealing with each issue in turn is the only rational way to approach any complex subject. If the issues are loaded with angst, the prudent thing is to allay fears first, before moving on. Also, as scientists, they're reluctant to make absolute statements, but prefer to leave the doors open for new developments. Their general demeanor is to quiet irrational fears. I'm less critical of not supplying citations for information than you. I already know how to locate everything they have discussed. No single debate can or will ever provide more than a tiny view into this complex study. What annoys me are the AGW true believers who seem to believe the science has all been worked out and settled.	UCSt6Pl83bjWbmtZuz6Lg4Cg	http://www.youtube.com/channel/UCSt6Pl83bjWbmtZuz6Lg4Cg	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8ugB2b1fpO9		0	2019-05-08 19:42:00	Gunnar Hovmark	@Rory Forbes I've spent about thirty-five minutes on the Dowlatabadi/Lindzen clip. What I say they're saying so far is not "don't worry". They're saying we don't know how much we should worry, and that we don't know exactly what we should worry about. It's a bit of a problem with the way they approach this that they deal with one issue at a time and more or less dismiss them one by one. They may avoid showing the big picture that way. At around 29:00 Dowlatabadi is discussing stuff that the graph in the clip clearly doesn't show. He should be required to present a source there.	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8ueVehMRnoA		0	2019-05-08 04:03:37	Gunnar Hovmark	@Rory Forbes Well, that tells me all I need to know about you. If you actually believe in Mörner you're a complete nut case. He has his bright moments, but he's also an expert at muddling the facts, uses forgeries once in a while and misunderstands things completely when it suits him.	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8udrxEwhiPn		0	2019-05-07 22:07:54	Rory Forbes	@Gunnar Hovmark ... You failed to provide any context to the names you listed ... but from what I know of those people, it's a pretty good choice for rational. I particularly like Happer and Mörner's outlook. and integrity. Patrick Moore is a good presenter and brilliant. I was there when they started GreenPeace.	UCSt6Pl83bjWbmtZuz6Lg4Cg	http://www.youtube.com/channel/UCSt6Pl83bjWbmtZuz6Lg4Cg	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
UgwNpqGhIDHskQBAB454AaABAg.8uardaBkiqg8udljo5UFEW		0	2019-05-07 21:13:38	Gunnar Hovmark	@Rory Forbes William Happer, Patrick Moore, Piers Corbyn and our very own madman Nils-Axel Mörner to mention a few examples. I'll take a look at your link, but not today.	UCy5DWVJA9MoyZfTKqq5CvWw	http://www.youtube.com/channel/UCy5DWVJA9MoyZfTKqq5CvWw	1	UgwNpqGhIDHskQBAB454AaABAg	Gunnar Hovmark
