id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
Ugy_CtPfxDsTDEGQ46V4AaABAg	0	19	2019-02-24 03:33:33	Bob Bitton	Where is president Trump on this issue of geoengineering???	UCLcaOCrrjp22GzgNOlzeINA	http://www.youtube.com/channel/UCLcaOCrrjp22GzgNOlzeINA	0		
UgwQzv5PC9e-0QwAV2l4AaABAg	0	8	2019-02-23 05:57:15	Skywatcher Sandra	Very interesting and I appreciate your time and effort. Ty for the information. HUGS and blessings for ALL	UC61ImkCTXbRFpXrA0hedxHg	http://www.youtube.com/channel/UC61ImkCTXbRFpXrA0hedxHg	0		
UgxFVqAWKwnP-npJZBl4AaABAg	0	13	2019-02-08 21:22:11	Colleen Elkin	Fuck the government! I live in America and as soon as I have the opportunity to get the fuck out of here in gone ✌	UCB4puvXHP9Q3U1zTYi0yOJA	http://www.youtube.com/channel/UCB4puvXHP9Q3U1zTYi0yOJA	0		
UgwPHunUTQvdp_k-s0Z4AaABAg	0	15	2019-02-08 04:51:44	Arzoo Singh	First Respect to any officers like Mr Kevin Shipp and others who believe in human value more then anything. This officer should rise up and stand for the the country, people and world .<br />Stand true to yourself not to money and power .	UCj-ypwGXPjc_2Nd6qsLLFOA	http://www.youtube.com/channel/UCj-ypwGXPjc_2Nd6qsLLFOA	0		
Ugx6Q2zgB1naM4Uq7r94AaABAg	0	31	2019-02-06 19:45:19	Joakim	Could this be why the US is now in the middle of this left vs right, identity politics tribalism mess that is unfolding for the past couple years? To keep peoples eyes away from how the country is really run?	UCLfeDCLpZmyKE8LFbBqFrSg	http://www.youtube.com/channel/UCLfeDCLpZmyKE8LFbBqFrSg	0		
UgwzSRz09kxYR6LL_Ex4AaABAg	0	23	2019-01-31 04:24:23	music man	What a brilliant man. God bless you Sir for your courage and standing up for the truth.	UCwSnXlduteXJkkfhogapDBw	http://www.youtube.com/channel/UCwSnXlduteXJkkfhogapDBw	0		
Ugz6HY6zIHkSYfL3c6N4AaABAg	0	10	2019-01-27 05:06:16	Jeremy Harper	I think this was a great presentation! I believe if we the ppl can organize enough information an large group of whistle blowers to big enough scale an media level where every public person the access to freely speak out an challenge the government! Make like a whistle blower week or network! We can we order our government! If they watch an listen to us privately we should find a way to counter protect our rights an ppl who are truly for humanity because its bigger than a one country issue	UC9rBvd_DhQYuIrr7gFN4JWQ	http://www.youtube.com/channel/UC9rBvd_DhQYuIrr7gFN4JWQ	0		
UgxoU-0I-9nv4_Zxqc54AaABAg	0	6	2019-01-20 16:32:58	Art Gallery	Wow who are all those thumbs down... maybe thumbs down against the shadow government?	UC-308QvrmkfuqVMALpKtDdw	http://www.youtube.com/channel/UC-308QvrmkfuqVMALpKtDdw	0		
UgwafyNrpFOo1jjNBpJ4AaABAg	0	11	2019-01-19 01:54:09	Mike Singer	Dear President Donald J. Trump: <br /> <br />As you know I AM your number 1 supporter and greatest adviser. <br /> <br />Here is a series of EXTREMELY SERIOUS but VERY SIMPLE questions for you on behalf of the people of the USA and the world in general. I will be spreading this message via Facebook, YouTube, Twitter, Websites, Emails, etc. as often as I can and encouraging others to do the same. <br /> <br />The video below (if it has not yet been wrongfully taken down by YouTube) (if so, I will re-upload it) clearly shows that We The People are being sprayed like bugs. There are numerous other videos on YouTube that substantiate this FACT. Those videos and mine (below) clearly show that chemicals are being sprayed in our atmosphere. This is NOT a contrail. This is NOT clouds. And &quot;chem trails&quot; are NO LONGER a &quot;conspiracy theory&quot;... they are a well documented FACT. <br /> <br />NOTE: Now YouTube is automatically placing a notice upon all YouTube videos exposing chem trails indicating they are &quot;contrails&quot; in order to dispel public concern and ward off opposition. THESE ARE NOT &quot;CONTRAILS.&quot; YouTube and Google are clearly in on this CRIMINAL OPERATION AGAINST HUMANITY. <br /> <br />Here are the questions: <br /> <br />1.) Are you aware of them (surely you are)? <br /> <br />2.) Are you in on it? <br /> <br />3. Are you simply unable to do anything about it? Perhaps because some other global or &quot;demonic&quot; (Fallen Angels) power-that-be has greater control than you and is in charge of it? <br /> <br />4. Will you level with the American People about it? <br /> <br />5.) There exists an array of &quot;theories&quot; as to why chemicals are being sprayed in our atmosphere, which are in fact falling down into into our water supplies, upon our crops and into our respiratory systems. I will address them all below. <br /> <br />First, please allow me to further clarify a very important and critical aspect of my position. <br /> <br />When I was a teenager I surrendered my life unto The Creator. I subsequently endured MANY challenges, temptations, abuses and even wrongful, hurtful, FALSE ALLEGATIONS, which I know you can understand and relate to. However, The Creator has always protected me... and always will. That is my faith. That is my belief. <br /> <br />EXAMPLE 1: After I was FALSELY ACCUSED in such a way as to lose custody of my own flesh and blood, my daughter, I sent a letter to the Attorney responsible for instigating and exacerbating those FALSE ALLEGATIONS that were made against me quoting scriptural verses that convey how The Creator HATES lies and how &quot;vengeance&quot; and &quot;recompense&quot; belongs to the Lord. A few weeks later she lost her teenage son in a car accident. EXAMPLE 2: Many years later a juvenile delinquent in my neighborhood was selling marijuana to another juvenile delinquent who was encouraging my 12 years of age son to smoke it with him. That pissed me off. So I went to the home of the seller in my neighborhood confronting him and his parents. He told the main dealer who came to my house in a car with four guys and a base ball bat looking for me. I was not home. A short time later the juvenile delinquent seller who brought the main dealer and thugs with bat to my home looking for me was killed in a car accident. EXAMPLE 3: Several years later I experienced another incident where I called the police on a boy who assaulted my son. The mother of the boy who assaulted my son assaulted me for calling the police on her son. So I called the police on her. When the police arrived and she was being arrested her brother came running violently toward me to enact his anger and wrath at me at which time... out of the blue... he tripped on something... I don&#39;t know what... and went falling face down into the concrete severally injuring himself. Witnesses told me they saw him running toward me at great speed with rage and he just went flying face down into the ground at full speed. They did not even know what he tripped on. I say: &quot;Praise The Creator.&quot; <br /> <br />Back to the point of this message... <br /> <br />I am beginning to feel strong urges to send righteous letters out to certain people again because of the chem trails. <br /> <br />I called Florida Governor, Rick Scott, 3 times last year demanding to speak with him to ask him about this obvious CRIME AGAINST HUMANITY. He refused to take my calls or call me back. <br /> <br />IT IS SIMPLE: WHO is spraying WHAT over our heads in our atmosphere and WHY, for WHAT REASON. <br /> <br />Here are the possible reasons: <br /> <br />1.) Simply to slowly kill off people. Population control. <br /> <br />2.) Involuntary birth control. <br /> <br />3.) Nanotechnologies are extraordinary. Now they can paint a wall, flick a switch and a TV screen appears. Some say they are putting a nanotechnology screen in the atmosphere so they can at some point in the near future: A.) Make it appear as though Jesus Christ has returned for the millions who believe in the Second Coming of Jesus Christ. B.) Make it appear as though an Alien Invasion is taking place so they can further justify their multi-billion dollar PROFITABLE and CRIMINAL Industrial War Complex. That is also a CRIME. <br /> <br />4.) Weather control. Create, exacerbate and make more severe and/or steer tornadoes and hurricanes in order to create more destruction, since they make money on rebuilding... and they get to thin out the population at the same time. <br /> <br />5.) For those who think the world is a spinning globe... block the view of an incoming asteroid, &quot;Planet X&quot; or &quot;Nibiru.&quot; To prevent chaos until the last minute. <br /> <br />6.) For those who know the world is a FLAT created living environment under a &quot;firmament&quot; dome... block out possible zooming in on the firmament, since technologies and high zoom lenses are greatly increasing such capability. <br /> <br />BOTTOM LINE: It doesn&#39;t really matter what the REASON is. It is happening. It is toxic. We The People have a RIGHT to know... &quot;WHO is spraying WHAT and WHY?&quot; AND IT NEEDS TO STOP. <br /> <br />Please address this issue President Donald J. Trump because I honestly do not want to be sending out Righteous Letters quoting Scripture and the &quot;vengeance&quot; and &quot;recompense&quot; of the Lord to anybody else. <br /> <br />Thank You! <br /> <br />Sincerely, <br /> <br />Your number 1 supporter and greatest adviser. <br /> <br />M <br /> <br /><a href="https://youtu.be/gC-XAMomjDg">https://youtu.be/gC-XAMomjDg </a><br /> <br />ALSO YOU MUST SEE THE VIDEO OF &quot;ULTIMATE PROOF&quot; WITH NUMEROUS EXPERTS TESTIFYING IN THE FIRST COMMENT ON THIS ORIGINAL THREAD, AS WELL AS OTHER VIDEOS IN THE FIRST FEW COMMENTS. RISE UP AND FIGHT FOR YOUR LIVES PEOPLE.	UCt_fokZpKYZqcCDM6GhQdMg	http://www.youtube.com/channel/UCt_fokZpKYZqcCDM6GhQdMg	0		
UgzlY8VHbKZoI94ocsZ4AaABAg	0	7	2019-01-17 10:39:02	Bradley Thomsen	Dane and Kevin are heroic.	UCYwo9F0Xn5AoLOJEE940UuA	http://www.youtube.com/channel/UCYwo9F0Xn5AoLOJEE940UuA	0		
UgwY5R3l9syRrziyYCR4AaABAg	0	7	2019-01-13 18:06:50	Elle Seamster	We need to protest the Chemtrails know this s*** going on	UCt2nu1Rjo4c8jy6Ral9CcVw	http://www.youtube.com/channel/UCt2nu1Rjo4c8jy6Ral9CcVw	0		
Ugx8DGo1nufzZmdmaoB4AaABAg	0	12	2019-01-13 13:13:13	Erin Schatzi	Are they doing something to make males so weak an feminine? I know Soy has estrogen in it but is there anything else?	UC2EVS9OZamhXi_BDZ4jnVqA	http://www.youtube.com/channel/UC2EVS9OZamhXi_BDZ4jnVqA	0		
UgymbqPvx_eUzcJzvJh4AaABAg	0	21	2019-01-11 02:44:30	Ann Long	4 year term limits without retirement benefits for ALL Congress people would fix a lot of corruption	UC09YAT2KyLoQagn6To1wH8Q	http://www.youtube.com/channel/UC09YAT2KyLoQagn6To1wH8Q	0		
UgxPL9vFkA5r0FEth7d4AaABAg	0	3	2019-01-10 02:45:15	gunnypat29	kevin you and dane are right on. be safe you are a true American.	UCefD89S33VKX_-1O781inLQ	http://www.youtube.com/channel/UCefD89S33VKX_-1O781inLQ	0		
UgzWL6Jb_TCVFbeTjmt4AaABAg	0	12	2019-01-09 10:53:15	Merv	I&#39;m a glass half full kinda guy. So I&#39;m wondering if the CIA still has an LSD program. And how do I get on it?	UCQqmePRu7Ei5-BOHc-hKQJg	http://www.youtube.com/channel/UCQqmePRu7Ei5-BOHc-hKQJg	0		
UgxCmD3BP4oMXLbNzs54AaABAg	1	11	2019-01-09 05:03:53	David Scurlock	We are individuals and are free by GOD not any human. Wake up sheeple	UCMYXaf_Kc33fkTzOTR27BKw	http://www.youtube.com/channel/UCMYXaf_Kc33fkTzOTR27BKw	0		
UgxCmD3BP4oMXLbNzs54AaABAg.8psBxs4YGbS8pvseNkHYZ2		2	2019-01-10 15:23:25	Scott Mitchell	SORRY TO INFORM YOU DAVID, THE POPE IN ROME OWNS YOU; ONCE YOU HAVE A BIRTH CERTIFICATE.	UCGWffR4OZQbiszI70DFYTuw	http://www.youtube.com/channel/UCGWffR4OZQbiszI70DFYTuw	1	UgxCmD3BP4oMXLbNzs54AaABAg	David Scurlock
UgxLaqGHdb90DsrpEeF4AaABAg	0	13	2019-01-09 04:20:03	Kalashnikov Cortez	is this homeboy still alive today??	UCNDXDsh8_J2iOQA_kmCtb9A	http://www.youtube.com/channel/UCNDXDsh8_J2iOQA_kmCtb9A	0		
UgwT2pWJiBnNakZFyAV4AaABAg	1	5	2019-01-09 03:56:13	The Rhins Ranger	Appreciate the vid but still no answer as to why they are spraying	UCgAQW0pBYqP2dnCAlqQJshg	http://www.youtube.com/channel/UCgAQW0pBYqP2dnCAlqQJshg	0		
UgwT2pWJiBnNakZFyAV4AaABAg.8ps4DEJwwaM8ps9d_NB504		11	2019-01-09 04:43:38	Dane Wigington	Hello, Rhins Ranger, check the attached link for input on your question, and other commonly asked questions about climate engineering. FYI https://www.geoengineeringwatch.org/geoengineering-answers-to-the-most-commonly-asked-questions/	UC18-7qYJWAqM9eF1GvMn6Og	http://www.youtube.com/channel/UC18-7qYJWAqM9eF1GvMn6Og	1	UgwT2pWJiBnNakZFyAV4AaABAg	The Rhins Ranger
UgzWn7w6nrNWPgkmmdF4AaABAg	0	10	2019-01-09 03:09:02	treejerk	What an awesome video!!! Guy seems legit	UCqDOCpcxtDT46CT6BHvqmew	http://www.youtube.com/channel/UCqDOCpcxtDT46CT6BHvqmew	0		
UgzoKHQFmHkPJT6LQxd4AaABAg	0	17	2019-01-09 02:49:38	Linda Lee	Hope they don&#39;t kill him.	UCvXVgxTKBH6kv0dtavbEyYg	http://www.youtube.com/channel/UCvXVgxTKBH6kv0dtavbEyYg	0		
Ugz6XkVWO-_Biasqw8p4AaABAg	1	11	2019-01-09 02:37:41	PressedEarth	Thank You Kevin. God Bless and God speed the day when this shadow government is dismantled and Constitutional Government is restored.	UCRSxa32SPCrxhFBA6DHGv9w	http://www.youtube.com/channel/UCRSxa32SPCrxhFBA6DHGv9w	0		
Ugz6XkVWO-_Biasqw8p4AaABAg.8prwE39u20D8pvsMtAsCpT		1	2019-01-10 15:20:53	Scott Mitchell	NEED A GOOD CHAT WITH ROYALS IN THE UK, TO START DOING THAT.	UCGWffR4OZQbiszI70DFYTuw	http://www.youtube.com/channel/UCGWffR4OZQbiszI70DFYTuw	1	Ugz6XkVWO-_Biasqw8p4AaABAg	PressedEarth
UgyectPzMHAnypuM4_p4AaABAg	3	24	2019-01-09 02:18:58	PressedEarth	I&#39;m sick of seeing these bastards spraying us like a bunch of bugs.	UCRSxa32SPCrxhFBA6DHGv9w	http://www.youtube.com/channel/UCRSxa32SPCrxhFBA6DHGv9w	0		
UgyectPzMHAnypuM4_p4AaABAg.8pru5-YkxXQ8pvsBpVKULw		8	2019-01-10 15:19:23	Scott Mitchell	SRAYING THE WHOLE OF HUMANITY LIKE BUGS YOU MEAN, NOT JUST YOU AND HUMANITY, THE WHOLE OF LIFE ON EARTH, THE ECO SYSTEM.	UCGWffR4OZQbiszI70DFYTuw	http://www.youtube.com/channel/UCGWffR4OZQbiszI70DFYTuw	1	UgyectPzMHAnypuM4_p4AaABAg	PressedEarth
